"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.01,82.044229297621,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.025,89.6977565936813,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.05,96.4137124998839,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.1,104.315171710946,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.15,109.74489798351,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.2,114.118385416859,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.25,117.912233233176,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.3,121.352627130019,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.35,124.569268638334,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.4,127.647310618412,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.45,130.649514949422,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.5,133.627587665473,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.55,136.629200365727,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.6,139.703549166256,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.65,142.907249496061,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.7,146.312530505655,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.75,150.021230982151,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.8,154.192957157321,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.85,159.112168975763,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.9,165.389640563607,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.95,174.878216480219,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.975,183.291081944756,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",1,"day","inc hosp",2022-07-24,"quantile",0.99,193.29267018987,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.01,79.5677232430863,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.025,88.3526123673423,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.05,96.0806993951378,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.1,105.196384808978,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.15,111.475295222952,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-07-23,"01",2,"day","inc hosp",2022-07-25,"quantile",0.2,116.541575983032,"Alabama",4903185,"state","al","AL","Alabama"
