"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.01,6.51807848208266,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.025,7.29589429722996,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.05,8.17631596681647,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.1,10.7142351259141,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.15,13.1676199952276,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.2,15.8007608539429,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.25,18.1848342084402,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.3,20.5334477149395,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.35,23.7872022947509,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.4,26.886001723637,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.45,29.8947934952307,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.5,32.8663029887926,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.55,35.8483252141966,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.6,38.8893368621368,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.65,42.0442586285554,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.7,45.3822718569063,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.75,48.9999874910863,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.8,53.0477581095675,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.85,57.7921181194921,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.9,63.8026803335271,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.95,72.7982469712106,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.975,80.6878908242839,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",1,"day","inc hosp",2022-04-17,"quantile",0.99,89.9675977299191,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.01,6.07841024728773,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.025,6.92741740717582,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.05,7.72624071190154,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.1,9.17065122486711,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.15,11.6159843546592,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.2,14.7063952147284,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.25,17.4779038847243,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.3,20.1788798207387,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.35,23.7630229555178,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.4,27.1788789474369,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.45,30.4978112191708,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.5,33.7778825297178,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.55,37.0718657731283,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.6,40.4334365094041,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.65,43.9235645542956,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.7,47.6192201012816,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.75,51.6280768265314,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.8,56.1179277557509,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.85,61.3865499590828,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.9,68.0709856216115,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.95,78.095956134388,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.975,86.9097189204948,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",2,"day","inc hosp",2022-04-18,"quantile",0.99,97.3026672893224,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.01,5.76565017380584,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.025,6.67760553712726,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.05,7.54505502657274,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.1,8.71092929961079,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.15,11.1555639424524,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.2,14.5716978182117,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.25,17.6914842911355,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.3,20.7097854262411,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.35,24.5919755533062,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.4,28.2943260914107,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.45,31.8939611094017,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.5,35.4537623228744,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.55,39.0310256323569,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.6,42.6841806452386,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.65,46.4797602904957,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.7,50.501930973949,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.75,54.8686237562767,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.8,59.7638469409346,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.85,65.5144919143569,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.9,72.8205760164616,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.95,83.7996685715631,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.975,93.4745786032372,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",3,"day","inc hosp",2022-04-19,"quantile",0.99,104.910637652474,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.01,5.05501627160006,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.025,5.9608032174931,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.05,6.83295925107494,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.1,7.95379773570408,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.15,9.43655193717777,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.2,12.2412650560137,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.25,15.6349338854368,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.3,18.9027489543144,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.35,23.0193039230077,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-mean",2022-04-16,"01",4,"day","inc hosp",2022-04-20,"quantile",0.4,26.946970871883,"Alabama",4903185,"state","al","AL","Alabama"
