"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.01,10452.7230930971
"2",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.025,10686.1180307924
"3",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.05,10886.8505531115
"4",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.1,11118.282295654
"5",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.15,11274.4281936227
"6",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.2,11398.5280034026
"7",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.25,11504.9945901371
"8",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.3,11600.6048755129
"9",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.35,11689.2020536945
"10",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.4,11773.2721118519
"11",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.45,11854.6108660541
"12",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.5,11934.6600250384
"13",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.55,12014.7091840228
"14",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.6,12096.0479382249
"15",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.65,12180.1179963823
"16",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.7,12268.7151745639
"17",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.75,12364.3254599397
"18",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.8,12470.7920466743
"19",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.85,12594.8918564541
"20",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.9,12751.0377544229
"21",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.95,12982.4694969654
"22",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.975,13183.2020192844
"23",2021-09-11,"US","1  day ahead inc hosp",2021-09-12,"quantile",0.99,13416.5969569798
"24",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.01,9910.4481184436
"25",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.025,10230.2645477756
"26",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.05,10505.3243205915
"27",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.1,10822.4506227506
"28",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.15,11036.414233257
"29",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.2,11206.4657281029
"30",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.25,11352.3547690085
"31",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.3,11483.3676366321
"32",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.35,11604.7705833057
"33",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.4,11719.9701076789
"34",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.45,11831.4269807033
"35",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.5,11941.1167471146
"36",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.55,12050.806513526
"37",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.6,12162.2633865504
"38",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.65,12277.4629109236
"39",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.7,12398.8658575972
"40",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.75,12529.8787252208
"41",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.8,12675.7677661264
"42",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.85,12845.8192609723
"43",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.9,13059.7828714786
"44",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.95,13376.9091736378
"45",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.975,13651.9689464537
"46",2021-09-11,"US","2  day ahead inc hosp",2021-09-13,"quantile",0.99,13971.7853757857
"47",2021-09-11,"US","3  day ahead inc hosp",2021-09-14,"quantile",0.01,9707.51518151927
"48",2021-09-11,"US","3  day ahead inc hosp",2021-09-14,"quantile",0.025,10059.2921613638
"49",2021-09-11,"US","3  day ahead inc hosp",2021-09-14,"quantile",0.05,10361.839770816
"50",2021-09-11,"US","3  day ahead inc hosp",2021-09-14,"quantile",0.1,10710.6577881888
