"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.01,3414.58289268828
"2",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.025,3599.18694191457
"3",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.05,3763.8572355406
"4",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.1,3960.65332518781
"5",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.15,4097.72279419054
"6",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.2,4209.17408890974
"7",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.25,4306.58789781043
"8",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.3,4395.50070288918
"9",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.35,4479.11404410687
"10",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.4,4559.55256746253
"11",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.45,4638.40426540894
"12",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.5,4717
"13",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.55,4796.59035643695
"14",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.6,4878.49030793811
"15",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.65,4964.23806176438
"16",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.7,5055.8214419564
"17",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.75,5156.06975729172
"18",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.8,5269.44736509957
"19",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.85,5403.95132397189
"20",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.9,5576.82698875287
"21",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.95,5840.6432730426
"22",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.975,6076.94873494594
"23",2020-12-19,"US","1  day ahead inc hosp",2020-12-20,"quantile",0.99,6360.64011043374
"24",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.01,2962.91788925549
"25",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.025,3199.80837662198
"26",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.05,3414.66862672237
"27",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.1,3675.61969600023
"28",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.15,3859.94180344614
"29",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.2,4011.31041835506
"30",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.25,4144.68175766965
"31",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.3,4267.26291931507
"32",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.35,4383.26121558842
"33",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.4,4495.50377807839
"34",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.45,4606.1382016839
"35",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.5,4717
"36",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.55,4829.85104783354
"37",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.6,4946.58206897316
"38",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.65,5069.44351117699
"39",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.7,5201.38313718936
"40",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.75,5346.63838801523
"41",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.8,5511.94421175113
"42",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.85,5709.43339188057
"43",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.9,5965.40395248613
"44",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.95,6360.5034105823
"45",2020-12-19,"US","2  day ahead inc hosp",2020-12-21,"quantile",0.975,6718.80774798916
