forecast_date,target,target_end_date,location,type,quantile,value
2020-12-07,inc hosp,2020-12-08,US,quantile,0.01,8089.535464884706
2020-12-07,inc hosp,2020-12-08,US,quantile,0.025,8304.783277457655
2020-12-07,inc hosp,2020-12-08,US,quantile,0.05,8489.908271033215
2020-12-07,inc hosp,2020-12-08,US,quantile,0.1,8703.345532501296
2020-12-07,inc hosp,2020-12-08,US,quantile,0.15,8847.35063951814
2020-12-07,inc hosp,2020-12-08,US,quantile,0.2,8961.801333520334
2020-12-07,inc hosp,2020-12-08,US,quantile,0.25,9059.989838091187
2020-12-07,inc hosp,2020-12-08,US,quantile,0.3,9148.166149839124
2020-12-07,inc hosp,2020-12-08,US,quantile,0.35,9229.874643570962
2020-12-07,inc hosp,2020-12-08,US,quantile,0.4,9307.408013831451
2020-12-07,inc hosp,2020-12-08,US,quantile,0.45,9382.42244684486
2020-12-07,inc hosp,2020-12-08,US,quantile,0.5,9456.247554363588
2020-12-07,inc hosp,2020-12-08,US,quantile,0.55,9530.072661882316
2020-12-07,inc hosp,2020-12-08,US,quantile,0.6,9605.087094895724
2020-12-07,inc hosp,2020-12-08,US,quantile,0.65,9682.620465156217
2020-12-07,inc hosp,2020-12-08,US,quantile,0.7,9764.328958888053
2020-12-07,inc hosp,2020-12-08,US,quantile,0.75,9852.50527063599
2020-12-07,inc hosp,2020-12-08,US,quantile,0.8,9950.693775206842
2020-12-07,inc hosp,2020-12-08,US,quantile,0.85,10065.144469209035
2020-12-07,inc hosp,2020-12-08,US,quantile,0.9,10209.14957622588
2020-12-07,inc hosp,2020-12-08,US,quantile,0.95,10422.586837693962
2020-12-07,inc hosp,2020-12-08,US,quantile,0.975,10607.711831269522
2020-12-07,inc hosp,2020-12-08,US,quantile,0.99,10822.95964384247
2020-12-07,inc hosp,2020-12-09,US,quantile,0.01,7028.866758674321
2020-12-07,inc hosp,2020-12-09,US,quantile,0.025,7306.368083790609
2020-12-07,inc hosp,2020-12-09,US,quantile,0.05,7545.034532546977
2020-12-07,inc hosp,2020-12-09,US,quantile,0.1,7820.201662835518
2020-12-07,inc hosp,2020-12-09,US,quantile,0.15,8005.855619282316
2020-12-07,inc hosp,2020-12-09,US,quantile,0.2,8153.407498516044
2020-12-07,inc hosp,2020-12-09,US,quantile,0.25,8279.993872630133
2020-12-07,inc hosp,2020-12-09,US,quantile,0.3,8393.67234890095
2020-12-07,inc hosp,2020-12-09,US,quantile,0.35,8499.012398645502
2020-12-07,inc hosp,2020-12-09,US,quantile,0.4,8598.969804627159
2020-12-07,inc hosp,2020-12-09,US,quantile,0.45,8695.679751712049
2020-12-07,inc hosp,2020-12-09,US,quantile,0.5,8790.856399123302
2020-12-07,inc hosp,2020-12-09,US,quantile,0.55,8886.033046534556
2020-12-07,inc hosp,2020-12-09,US,quantile,0.6,8982.742993619446
2020-12-07,inc hosp,2020-12-09,US,quantile,0.65,9082.700399601104
2020-12-07,inc hosp,2020-12-09,US,quantile,0.7,9188.040449345655
2020-12-07,inc hosp,2020-12-09,US,quantile,0.75,9301.718925616471
2020-12-07,inc hosp,2020-12-09,US,quantile,0.8,9428.30529973056
2020-12-07,inc hosp,2020-12-09,US,quantile,0.85,9575.857178964288
2020-12-07,inc hosp,2020-12-09,US,quantile,0.9,9761.511135411089
2020-12-07,inc hosp,2020-12-09,US,quantile,0.95,10036.678265699627
2020-12-07,inc hosp,2020-12-09,US,quantile,0.975,10275.344714455996
2020-12-07,inc hosp,2020-12-09,US,quantile,0.99,10552.846039572283
2020-12-07,inc hosp,2020-12-10,US,quantile,0.01,7164.878392636407
2020-12-07,inc hosp,2020-12-10,US,quantile,0.025,7459.348176916361
2020-12-07,inc hosp,2020-12-10,US,quantile,0.05,7712.608436667191
2020-12-07,inc hosp,2020-12-10,US,quantile,0.1,8004.601296387937
2020-12-07,inc hosp,2020-12-10,US,quantile,0.15,8201.607492602312
2020-12-07,inc hosp,2020-12-10,US,quantile,0.2,8358.181772129987
2020-12-07,inc hosp,2020-12-10,US,quantile,0.25,8492.508562326526
2020-12-07,inc hosp,2020-12-10,US,quantile,0.3,8613.138171466999
2020-12-07,inc hosp,2020-12-10,US,quantile,0.35,8724.919481741174
2020-12-07,inc hosp,2020-12-10,US,quantile,0.4,8830.9890140732
2020-12-07,inc hosp,2020-12-10,US,quantile,0.45,8933.612514137134
2020-12-07,inc hosp,2020-12-10,US,quantile,0.5,9034.608957379114
2020-12-07,inc hosp,2020-12-10,US,quantile,0.55,9135.605400621094
2020-12-07,inc hosp,2020-12-10,US,quantile,0.6,9238.228900685028
2020-12-07,inc hosp,2020-12-10,US,quantile,0.65,9344.298433017057
2020-12-07,inc hosp,2020-12-10,US,quantile,0.7,9456.07974329123
2020-12-07,inc hosp,2020-12-10,US,quantile,0.75,9576.709352431702
2020-12-07,inc hosp,2020-12-10,US,quantile,0.8,9711.036142628242
2020-12-07,inc hosp,2020-12-10,US,quantile,0.85,9867.610422155916
2020-12-07,inc hosp,2020-12-10,US,quantile,0.9,10064.616618370292
2020-12-07,inc hosp,2020-12-10,US,quantile,0.95,10356.609478091035
2020-12-07,inc hosp,2020-12-10,US,quantile,0.975,10609.869737841867
2020-12-07,inc hosp,2020-12-10,US,quantile,0.99,10904.339522121822
2020-12-07,inc hosp,2020-12-11,US,quantile,0.01,7530.263499138038
2020-12-07,inc hosp,2020-12-11,US,quantile,0.025,7847.955313682134
2020-12-07,inc hosp,2020-12-11,US,quantile,0.05,8121.187800570016
2020-12-07,inc hosp,2020-12-11,US,quantile,0.1,8436.207359080683
2020-12-07,inc hosp,2020-12-11,US,quantile,0.15,8648.749559649123
2020-12-07,inc hosp,2020-12-11,US,quantile,0.2,8817.671362936047
2020-12-07,inc hosp,2020-12-11,US,quantile,0.25,8962.59122907366
2020-12-07,inc hosp,2020-12-11,US,quantile,0.3,9092.733747801993
2020-12-07,inc hosp,2020-12-11,US,quantile,0.35,9213.330186516254
2020-12-07,inc hosp,2020-12-11,US,quantile,0.4,9327.764413704632
2020-12-07,inc hosp,2020-12-11,US,quantile,0.45,9438.48085284591
2020-12-07,inc hosp,2020-12-11,US,quantile,0.5,9547.441924673709
2020-12-07,inc hosp,2020-12-11,US,quantile,0.55,9656.402996501509
2020-12-07,inc hosp,2020-12-11,US,quantile,0.6,9767.119435642786
2020-12-07,inc hosp,2020-12-11,US,quantile,0.65,9881.553662831164
2020-12-07,inc hosp,2020-12-11,US,quantile,0.7,10002.150101545423
2020-12-07,inc hosp,2020-12-11,US,quantile,0.75,10132.292620273758
2020-12-07,inc hosp,2020-12-11,US,quantile,0.8,10277.21248641137
2020-12-07,inc hosp,2020-12-11,US,quantile,0.85,10446.134289698295
2020-12-07,inc hosp,2020-12-11,US,quantile,0.9,10658.676490266736
2020-12-07,inc hosp,2020-12-11,US,quantile,0.95,10973.6960487774
2020-12-07,inc hosp,2020-12-11,US,quantile,0.975,11246.928535665284
2020-12-07,inc hosp,2020-12-11,US,quantile,0.99,11564.620350209378
2020-12-07,inc hosp,2020-12-12,US,quantile,0.01,7384.012779488607
2020-12-07,inc hosp,2020-12-12,US,quantile,0.025,7740.997967409996
2020-12-07,inc hosp,2020-12-12,US,quantile,0.05,8048.024923133971
2020-12-07,inc hosp,2020-12-12,US,quantile,0.1,8402.007339883443
2020-12-07,inc hosp,2020-12-12,US,quantile,0.15,8640.837595929019
2020-12-07,inc hosp,2020-12-12,US,quantile,0.2,8830.652312360853
2020-12-07,inc hosp,2020-12-12,US,quantile,0.25,8993.496437636539
2020-12-07,inc hosp,2020-12-12,US,quantile,0.3,9139.735495043378
2020-12-07,inc hosp,2020-12-12,US,quantile,0.35,9275.24777570708
2020-12-07,inc hosp,2020-12-12,US,quantile,0.4,9403.835678282116
2020-12-07,inc hosp,2020-12-12,US,quantile,0.45,9528.245962159135
