forecast_date,target,target_end_date,location,type,quantile,value
2021-05-03,inc hosp,2021-05-04,US,quantile,0.01,5827.950871177429
2021-05-03,inc hosp,2021-05-04,US,quantile,0.025,6071.904660794813
2021-05-03,inc hosp,2021-05-04,US,quantile,0.05,6281.718378276128
2021-05-03,inc hosp,2021-05-04,US,quantile,0.1,6523.620157245652
2021-05-03,inc hosp,2021-05-04,US,quantile,0.15,6686.8301390851175
2021-05-03,inc hosp,2021-05-04,US,quantile,0.2,6816.544258789412
2021-05-03,inc hosp,2021-05-04,US,quantile,0.25,6927.827423531474
2021-05-03,inc hosp,2021-05-04,US,quantile,0.3,7027.763144820639
2021-05-03,inc hosp,2021-05-04,US,quantile,0.35,7120.368483994781
2021-05-03,inc hosp,2021-05-04,US,quantile,0.4,7208.241894975179
2021-05-03,inc hosp,2021-05-04,US,quantile,0.45,7293.260437049415
2021-05-03,inc hosp,2021-05-04,US,quantile,0.5,7376.931042259402
2021-05-03,inc hosp,2021-05-04,US,quantile,0.55,7460.601647469389
2021-05-03,inc hosp,2021-05-04,US,quantile,0.6,7545.620189543624
2021-05-03,inc hosp,2021-05-04,US,quantile,0.65,7633.493600524022
2021-05-03,inc hosp,2021-05-04,US,quantile,0.7,7726.098939698164
2021-05-03,inc hosp,2021-05-04,US,quantile,0.75,7826.0346609873295
2021-05-03,inc hosp,2021-05-04,US,quantile,0.8,7937.317825729391
2021-05-03,inc hosp,2021-05-04,US,quantile,0.85,8067.031945433685
2021-05-03,inc hosp,2021-05-04,US,quantile,0.9,8230.241927273153
2021-05-03,inc hosp,2021-05-04,US,quantile,0.95,8472.143706242674
2021-05-03,inc hosp,2021-05-04,US,quantile,0.975,8681.95742372399
2021-05-03,inc hosp,2021-05-04,US,quantile,0.99,8925.911213341375
2021-05-03,inc hosp,2021-05-05,US,quantile,0.01,5121.644645389137
2021-05-03,inc hosp,2021-05-05,US,quantile,0.025,5449.625742999679
2021-05-03,inc hosp,2021-05-05,US,quantile,0.05,5731.707580962511
2021-05-03,inc hosp,2021-05-05,US,quantile,0.1,6056.929874515738
2021-05-03,inc hosp,2021-05-05,US,quantile,0.15,6276.3558119798
2021-05-03,inc hosp,2021-05-05,US,quantile,0.2,6450.748591132463
2021-05-03,inc hosp,2021-05-05,US,quantile,0.25,6600.362067417953
2021-05-03,inc hosp,2021-05-05,US,quantile,0.3,6734.719593121199
2021-05-03,inc hosp,2021-05-05,US,quantile,0.35,6859.2218639593275
2021-05-03,inc hosp,2021-05-05,US,quantile,0.4,6977.362343881102
2021-05-03,inc hosp,2021-05-05,US,quantile,0.45,7091.664625434054
2021-05-03,inc hosp,2021-05-05,US,quantile,0.5,7204.1546874968335
2021-05-03,inc hosp,2021-05-05,US,quantile,0.55,7316.644749559613
2021-05-03,inc hosp,2021-05-05,US,quantile,0.6,7430.947031112565
2021-05-03,inc hosp,2021-05-05,US,quantile,0.65,7549.0875110343395
2021-05-03,inc hosp,2021-05-05,US,quantile,0.7,7673.589781872469
2021-05-03,inc hosp,2021-05-05,US,quantile,0.75,7807.947307575713
2021-05-03,inc hosp,2021-05-05,US,quantile,0.8,7957.560783861204
2021-05-03,inc hosp,2021-05-05,US,quantile,0.85,8131.953563013867
2021-05-03,inc hosp,2021-05-05,US,quantile,0.9,8351.379500477928
2021-05-03,inc hosp,2021-05-05,US,quantile,0.95,8676.601794031154
2021-05-03,inc hosp,2021-05-05,US,quantile,0.975,8958.683631993988
2021-05-03,inc hosp,2021-05-05,US,quantile,0.99,9286.66472960453
2021-05-03,inc hosp,2021-05-06,US,quantile,0.01,4752.193107404578
2021-05-03,inc hosp,2021-05-06,US,quantile,0.025,5117.1489118744485
2021-05-03,inc hosp,2021-05-06,US,quantile,0.05,5431.031037552037
2021-05-03,inc hosp,2021-05-06,US,quantile,0.1,5792.917026226279
2021-05-03,inc hosp,2021-05-06,US,quantile,0.15,6037.079784727206
2021-05-03,inc hosp,2021-05-06,US,quantile,0.2,6231.132605066787
2021-05-03,inc hosp,2021-05-06,US,quantile,0.25,6397.612646127391
2021-05-03,inc hosp,2021-05-06,US,quantile,0.3,6547.116868281786
2021-05-03,inc hosp,2021-05-06,US,quantile,0.35,6685.654810690925
2021-05-03,inc hosp,2021-05-06,US,quantile,0.4,6817.11377038227
2021-05-03,inc hosp,2021-05-06,US,quantile,0.45,6944.301835245794
2021-05-03,inc hosp,2021-05-06,US,quantile,0.5,7069.473381393055
2021-05-03,inc hosp,2021-05-06,US,quantile,0.55,7194.6449275403165
2021-05-03,inc hosp,2021-05-06,US,quantile,0.6,7321.83299240384
2021-05-03,inc hosp,2021-05-06,US,quantile,0.65,7453.291952095186
2021-05-03,inc hosp,2021-05-06,US,quantile,0.7,7591.829894504323
2021-05-03,inc hosp,2021-05-06,US,quantile,0.75,7741.334116658721
2021-05-03,inc hosp,2021-05-06,US,quantile,0.8,7907.814157719324
2021-05-03,inc hosp,2021-05-06,US,quantile,0.85,8101.866978058903
2021-05-03,inc hosp,2021-05-06,US,quantile,0.9,8346.02973655983
2021-05-03,inc hosp,2021-05-06,US,quantile,0.95,8707.915725234074
2021-05-03,inc hosp,2021-05-06,US,quantile,0.975,9021.797850911662
2021-05-03,inc hosp,2021-05-06,US,quantile,0.99,9386.753655381532
2021-05-03,inc hosp,2021-05-07,US,quantile,0.01,4459.167689493928
2021-05-03,inc hosp,2021-05-07,US,quantile,0.025,4857.682278991833
2021-05-03,inc hosp,2021-05-07,US,quantile,0.05,5200.426811160141
2021-05-03,inc hosp,2021-05-07,US,quantile,0.1,5595.589306057427
2021-05-03,inc hosp,2021-05-07,US,quantile,0.15,5862.203565326474
2021-05-03,inc hosp,2021-05-07,US,quantile,0.2,6074.100126749497
2021-05-03,inc hosp,2021-05-07,US,quantile,0.25,6255.888508822862
2021-05-03,inc hosp,2021-05-07,US,quantile,0.3,6419.140094330886
2021-05-03,inc hosp,2021-05-07,US,quantile,0.35,6570.417017653858
2021-05-03,inc hosp,2021-05-07,US,quantile,0.4,6713.964024484772
2021-05-03,inc hosp,2021-05-07,US,quantile,0.45,6852.847414849659
2021-05-03,inc hosp,2021-05-07,US,quantile,0.5,6989.528861530999
2021-05-03,inc hosp,2021-05-07,US,quantile,0.55,7126.210308212339
2021-05-03,inc hosp,2021-05-07,US,quantile,0.6,7265.093698577225
2021-05-03,inc hosp,2021-05-07,US,quantile,0.65,7408.64070540814
2021-05-03,inc hosp,2021-05-07,US,quantile,0.7,7559.917628731112
2021-05-03,inc hosp,2021-05-07,US,quantile,0.75,7723.169214239137
2021-05-03,inc hosp,2021-05-07,US,quantile,0.8,7904.957596312502
2021-05-03,inc hosp,2021-05-07,US,quantile,0.85,8116.854157735525
2021-05-03,inc hosp,2021-05-07,US,quantile,0.9,8383.468417004573
2021-05-03,inc hosp,2021-05-07,US,quantile,0.95,8778.630911901857
2021-05-03,inc hosp,2021-05-07,US,quantile,0.975,9121.375444070163
2021-05-03,inc hosp,2021-05-07,US,quantile,0.99,9519.89003356807
2021-05-03,inc hosp,2021-05-08,US,quantile,0.01,4025.7473668416014
2021-05-03,inc hosp,2021-05-08,US,quantile,0.025,4455.206348432532
2021-05-03,inc hosp,2021-05-08,US,quantile,0.05,4824.564764936966
2021-05-03,inc hosp,2021-05-08,US,quantile,0.1,5250.411364017151
2021-05-03,inc hosp,2021-05-08,US,quantile,0.15,5537.728042705289
2021-05-03,inc hosp,2021-05-08,US,quantile,0.2,5766.0782308025555
2021-05-03,inc hosp,2021-05-08,US,quantile,0.25,5961.9823595037215
2021-05-03,inc hosp,2021-05-08,US,quantile,0.3,6137.910321749001
2021-05-03,inc hosp,2021-05-08,US,quantile,0.35,6300.933797276826
2021-05-03,inc hosp,2021-05-08,US,quantile,0.4,6455.627133452301
2021-05-03,inc hosp,2021-05-08,US,quantile,0.45,6605.294726453467
2021-05-03,inc hosp,2021-05-08,US,quantile,0.5,6752.589396312604
2021-05-03,inc hosp,2021-05-08,US,quantile,0.55,6899.88406617174
2021-05-03,inc hosp,2021-05-08,US,quantile,0.6,7049.5516591729065
2021-05-03,inc hosp,2021-05-08,US,quantile,0.65,7204.244995348381
2021-05-03,inc hosp,2021-05-08,US,quantile,0.7,7367.268470876206
2021-05-03,inc hosp,2021-05-08,US,quantile,0.75,7543.196433121486
2021-05-03,inc hosp,2021-05-08,US,quantile,0.8,7739.100561822652
2021-05-03,inc hosp,2021-05-08,US,quantile,0.85,7967.450749919917
2021-05-03,inc hosp,2021-05-08,US,quantile,0.9,8254.767428608056
2021-05-03,inc hosp,2021-05-08,US,quantile,0.95,8680.614027688242
2021-05-03,inc hosp,2021-05-08,US,quantile,0.975,9049.972444192676
2021-05-03,inc hosp,2021-05-08,US,quantile,0.99,9479.431425783603
2021-05-03,inc hosp,2021-05-09,US,quantile,0.01,3639.840172114517
2021-05-03,inc hosp,2021-05-09,US,quantile,0.025,4098.159008401608
2021-05-03,inc hosp,2021-05-09,US,quantile,0.05,4492.338492081383
2021-05-03,inc hosp,2021-05-09,US,quantile,0.1,4946.802191977065
2021-05-03,inc hosp,2021-05-09,US,quantile,0.15,5253.426692725428
2021-05-03,inc hosp,2021-05-09,US,quantile,0.2,5497.122125725746
2021-05-03,inc hosp,2021-05-09,US,quantile,0.25,5706.191108187216
2021-05-03,inc hosp,2021-05-09,US,quantile,0.3,5893.94151598616
2021-05-03,inc hosp,2021-05-09,US,quantile,0.35,6067.920249216051
2021-05-03,inc hosp,2021-05-09,US,quantile,0.4,6233.009053633802
2021-05-03,inc hosp,2021-05-09,US,quantile,0.45,6392.734382465144
2021-05-03,inc hosp,2021-05-09,US,quantile,0.5,6549.927326552721
2021-05-03,inc hosp,2021-05-09,US,quantile,0.55,6707.120270640297
2021-05-03,inc hosp,2021-05-09,US,quantile,0.6,6866.84559947164
2021-05-03,inc hosp,2021-05-09,US,quantile,0.65,7031.9344038893905
2021-05-03,inc hosp,2021-05-09,US,quantile,0.7,7205.913137119283
2021-05-03,inc hosp,2021-05-09,US,quantile,0.75,7393.663544918226
2021-05-03,inc hosp,2021-05-09,US,quantile,0.8,7602.732527379696
2021-05-03,inc hosp,2021-05-09,US,quantile,0.85,7846.427960380013
2021-05-03,inc hosp,2021-05-09,US,quantile,0.9,8153.052461128376
2021-05-03,inc hosp,2021-05-09,US,quantile,0.95,8607.516161024058
2021-05-03,inc hosp,2021-05-09,US,quantile,0.975,9001.695644703834
2021-05-03,inc hosp,2021-05-09,US,quantile,0.99,9460.014480990923
2021-05-03,inc hosp,2021-05-10,US,quantile,0.01,3614.1864652254294
2021-05-03,inc hosp,2021-05-10,US,quantile,0.025,4099.652524308851
2021-05-03,inc hosp,2021-05-10,US,quantile,0.05,4517.180117247863
2021-05-03,inc hosp,2021-05-10,US,quantile,0.1,4998.562691815727
2021-05-03,inc hosp,2021-05-10,US,quantile,0.15,5323.349229507768
