forecast_date,target,target_end_date,location,type,quantile,value
2021-01-11,inc hosp,2021-01-12,US,quantile,0.01,12197.419138389389
2021-01-11,inc hosp,2021-01-12,US,quantile,0.025,12446.967737673256
2021-01-11,inc hosp,2021-01-12,US,quantile,0.05,12661.593300121463
2021-01-11,inc hosp,2021-01-12,US,quantile,0.1,12909.042828168553
2021-01-11,inc hosp,2021-01-12,US,quantile,0.15,13075.995849972653
2021-01-11,inc hosp,2021-01-12,US,quantile,0.2,13208.684819184058
2021-01-11,inc hosp,2021-01-12,US,quantile,0.25,13322.520139917597
2021-01-11,inc hosp,2021-01-12,US,quantile,0.3,13424.747776164804
2021-01-11,inc hosp,2021-01-12,US,quantile,0.35,13519.476916111184
2021-01-11,inc hosp,2021-01-12,US,quantile,0.4,13609.365606337502
2021-01-11,inc hosp,2021-01-12,US,quantile,0.45,13696.333954404805
2021-01-11,inc hosp,2021-01-12,US,quantile,0.5,13781.923452170482
2021-01-11,inc hosp,2021-01-12,US,quantile,0.55,13867.51294993616
2021-01-11,inc hosp,2021-01-12,US,quantile,0.6,13954.481298003462
2021-01-11,inc hosp,2021-01-12,US,quantile,0.65,14044.36998822978
2021-01-11,inc hosp,2021-01-12,US,quantile,0.7,14139.09912817616
2021-01-11,inc hosp,2021-01-12,US,quantile,0.75,14241.326764423367
2021-01-11,inc hosp,2021-01-12,US,quantile,0.8,14355.162085156906
2021-01-11,inc hosp,2021-01-12,US,quantile,0.85,14487.851054368311
2021-01-11,inc hosp,2021-01-12,US,quantile,0.9,14654.804076172411
2021-01-11,inc hosp,2021-01-12,US,quantile,0.95,14902.2536042195
2021-01-11,inc hosp,2021-01-12,US,quantile,0.975,15116.87916666771
2021-01-11,inc hosp,2021-01-12,US,quantile,0.99,15366.427765951576
2021-01-11,inc hosp,2021-01-13,US,quantile,0.01,11635.11934236251
2021-01-11,inc hosp,2021-01-13,US,quantile,0.025,11936.15102927176
2021-01-11,inc hosp,2021-01-13,US,quantile,0.05,12195.054887289962
2021-01-11,inc hosp,2021-01-13,US,quantile,0.1,12493.554454375004
2021-01-11,inc hosp,2021-01-13,US,quantile,0.15,12694.950695157408
2021-01-11,inc hosp,2021-01-13,US,quantile,0.2,12855.014042940507
2021-01-11,inc hosp,2021-01-13,US,quantile,0.25,12992.334143027674
2021-01-11,inc hosp,2021-01-13,US,quantile,0.3,13115.65183696206
2021-01-11,inc hosp,2021-01-13,US,quantile,0.35,13229.92405840251
2021-01-11,inc hosp,2021-01-13,US,quantile,0.4,13338.357221844602
2021-01-11,inc hosp,2021-01-13,US,quantile,0.45,13443.2675623616
2021-01-11,inc hosp,2021-01-13,US,quantile,0.5,13546.514589065242
2021-01-11,inc hosp,2021-01-13,US,quantile,0.55,13649.761615768884
2021-01-11,inc hosp,2021-01-13,US,quantile,0.6,13754.671956285882
2021-01-11,inc hosp,2021-01-13,US,quantile,0.65,13863.105119727974
2021-01-11,inc hosp,2021-01-13,US,quantile,0.7,13977.377341168423
2021-01-11,inc hosp,2021-01-13,US,quantile,0.75,14100.69503510281
2021-01-11,inc hosp,2021-01-13,US,quantile,0.8,14238.015135189977
2021-01-11,inc hosp,2021-01-13,US,quantile,0.85,14398.078482973076
2021-01-11,inc hosp,2021-01-13,US,quantile,0.9,14599.47472375548
2021-01-11,inc hosp,2021-01-13,US,quantile,0.95,14897.974290840524
2021-01-11,inc hosp,2021-01-13,US,quantile,0.975,15156.878148858725
2021-01-11,inc hosp,2021-01-13,US,quantile,0.99,15457.909835767976
2021-01-11,inc hosp,2021-01-14,US,quantile,0.01,10630.311738747214
2021-01-11,inc hosp,2021-01-14,US,quantile,0.025,10941.59294378014
2021-01-11,inc hosp,2021-01-14,US,quantile,0.05,11209.311952828764
2021-01-11,inc hosp,2021-01-14,US,quantile,0.1,11517.974824495324
2021-01-11,inc hosp,2021-01-14,US,quantile,0.15,11726.228198628483
2021-01-11,inc hosp,2021-01-14,US,quantile,0.2,11891.74137862321
2021-01-11,inc hosp,2021-01-14,US,quantile,0.25,12033.736949485694
2021-01-11,inc hosp,2021-01-14,US,quantile,0.3,12161.253360677812
2021-01-11,inc hosp,2021-01-14,US,quantile,0.35,12279.416319391514
2021-01-11,inc hosp,2021-01-14,US,quantile,0.4,12391.541412029888
2021-01-11,inc hosp,2021-01-14,US,quantile,0.45,12500.023736770643
2021-01-11,inc hosp,2021-01-14,US,quantile,0.5,12606.78611523768
2021-01-11,inc hosp,2021-01-14,US,quantile,0.55,12713.548493704717
2021-01-11,inc hosp,2021-01-14,US,quantile,0.6,12822.03081844547
2021-01-11,inc hosp,2021-01-14,US,quantile,0.65,12934.155911083846
2021-01-11,inc hosp,2021-01-14,US,quantile,0.7,13052.318869797546
2021-01-11,inc hosp,2021-01-14,US,quantile,0.75,13179.835280989664
2021-01-11,inc hosp,2021-01-14,US,quantile,0.8,13321.830851852148
2021-01-11,inc hosp,2021-01-14,US,quantile,0.85,13487.344031846877
2021-01-11,inc hosp,2021-01-14,US,quantile,0.9,13695.597405980036
2021-01-11,inc hosp,2021-01-14,US,quantile,0.95,14004.260277646596
2021-01-11,inc hosp,2021-01-14,US,quantile,0.975,14271.979286695216
2021-01-11,inc hosp,2021-01-14,US,quantile,0.99,14583.260491728142
2021-01-11,inc hosp,2021-01-15,US,quantile,0.01,9749.650155556776
2021-01-11,inc hosp,2021-01-15,US,quantile,0.025,10063.497245400313
2021-01-11,inc hosp,2021-01-15,US,quantile,0.05,10333.423056940446
2021-01-11,inc hosp,2021-01-15,US,quantile,0.1,10644.630230547513
2021-01-11,inc hosp,2021-01-15,US,quantile,0.15,10854.60023312083
2021-01-11,inc hosp,2021-01-15,US,quantile,0.2,11021.477734981563
2021-01-11,inc hosp,2021-01-15,US,quantile,0.25,11164.64377252356
2021-01-11,inc hosp,2021-01-15,US,quantile,0.3,11293.211298968676
2021-01-11,inc hosp,2021-01-15,US,quantile,0.35,11412.348272611764
2021-01-11,inc hosp,2021-01-15,US,quantile,0.4,11525.397610169
2021-01-11,inc hosp,2021-01-15,US,quantile,0.45,11634.774152564953
2021-01-11,inc hosp,2021-01-15,US,quantile,0.5,11742.416571204103
2021-01-11,inc hosp,2021-01-15,US,quantile,0.55,11850.058989843254
2021-01-11,inc hosp,2021-01-15,US,quantile,0.6,11959.435532239206
2021-01-11,inc hosp,2021-01-15,US,quantile,0.65,12072.484869796444
2021-01-11,inc hosp,2021-01-15,US,quantile,0.7,12191.62184343953
2021-01-11,inc hosp,2021-01-15,US,quantile,0.75,12320.189369884643
2021-01-11,inc hosp,2021-01-15,US,quantile,0.8,12463.35540742664
