forecast_date,target,target_end_date,location,type,quantile,value
2021-01-25,inc hosp,2021-01-26,US,quantile,0.01,10547.330858470084
2021-01-25,inc hosp,2021-01-26,US,quantile,0.025,10809.558636783142
2021-01-25,inc hosp,2021-01-26,US,quantile,0.05,11035.088992679724
2021-01-25,inc hosp,2021-01-26,US,quantile,0.1,11295.111049187404
2021-01-25,inc hosp,2021-01-26,US,quantile,0.15,11470.546696255657
2021-01-25,inc hosp,2021-01-26,US,quantile,0.2,11609.977387122311
2021-01-25,inc hosp,2021-01-26,US,quantile,0.25,11729.59650474178
2021-01-25,inc hosp,2021-01-26,US,quantile,0.3,11837.01816934831
2021-01-25,inc hosp,2021-01-26,US,quantile,0.35,11936.560350634563
2021-01-25,inc hosp,2021-01-26,US,quantile,0.4,12031.016146424086
2021-01-25,inc hosp,2021-01-26,US,quantile,0.45,12122.40322197847
2021-01-25,inc hosp,2021-01-26,US,quantile,0.5,12212.341389976333
2021-01-25,inc hosp,2021-01-26,US,quantile,0.55,12302.279557974196
2021-01-25,inc hosp,2021-01-26,US,quantile,0.6,12393.66663352858
2021-01-25,inc hosp,2021-01-26,US,quantile,0.65,12488.122429318102
2021-01-25,inc hosp,2021-01-26,US,quantile,0.7,12587.664610604355
2021-01-25,inc hosp,2021-01-26,US,quantile,0.75,12695.086275210886
2021-01-25,inc hosp,2021-01-26,US,quantile,0.8,12814.705392830354
2021-01-25,inc hosp,2021-01-26,US,quantile,0.85,12954.13608369701
2021-01-25,inc hosp,2021-01-26,US,quantile,0.9,13129.57173076526
2021-01-25,inc hosp,2021-01-26,US,quantile,0.95,13389.59378727294
2021-01-25,inc hosp,2021-01-26,US,quantile,0.975,13615.124143169523
2021-01-25,inc hosp,2021-01-26,US,quantile,0.99,13877.35192148258
2021-01-25,inc hosp,2021-01-27,US,quantile,0.01,9899.43634531336
2021-01-25,inc hosp,2021-01-27,US,quantile,0.025,10218.287337243812
2021-01-25,inc hosp,2021-01-27,US,quantile,0.05,10492.51678063331
2021-01-25,inc hosp,2021-01-27,US,quantile,0.1,10808.685766141369
2021-01-25,inc hosp,2021-01-27,US,quantile,0.15,11022.003479648029
2021-01-25,inc hosp,2021-01-27,US,quantile,0.2,11191.54163603399
2021-01-25,inc hosp,2021-01-27,US,quantile,0.25,11336.990278249456
2021-01-25,inc hosp,2021-01-27,US,quantile,0.3,11467.607654238214
2021-01-25,inc hosp,2021-01-27,US,quantile,0.35,11588.644118972135
2021-01-25,inc hosp,2021-01-27,US,quantile,0.4,11703.495887822935
2021-01-25,inc hosp,2021-01-27,US,quantile,0.45,11814.616303354776
2021-01-25,inc hosp,2021-01-27,US,quantile,0.5,11923.97494668009
2021-01-25,inc hosp,2021-01-27,US,quantile,0.55,12033.333590005404
2021-01-25,inc hosp,2021-01-27,US,quantile,0.6,12144.454005537244
2021-01-25,inc hosp,2021-01-27,US,quantile,0.65,12259.305774388044
2021-01-25,inc hosp,2021-01-27,US,quantile,0.7,12380.342239121965
2021-01-25,inc hosp,2021-01-27,US,quantile,0.75,12510.959615110722
2021-01-25,inc hosp,2021-01-27,US,quantile,0.8,12656.40825732619
2021-01-25,inc hosp,2021-01-27,US,quantile,0.85,12825.946413712152
2021-01-25,inc hosp,2021-01-27,US,quantile,0.9,13039.264127218812
2021-01-25,inc hosp,2021-01-27,US,quantile,0.95,13355.433112726869
2021-01-25,inc hosp,2021-01-27,US,quantile,0.975,13629.662556116366
2021-01-25,inc hosp,2021-01-27,US,quantile,0.99,13948.51354804682
2021-01-25,inc hosp,2021-01-28,US,quantile,0.01,9243.259545437651
2021-01-25,inc hosp,2021-01-28,US,quantile,0.025,9576.68851105824
2021-01-25,inc hosp,2021-01-28,US,quantile,0.05,9863.455816056974
2021-01-25,inc hosp,2021-01-28,US,quantile,0.1,10194.080153027064
2021-01-25,inc hosp,2021-01-28,US,quantile,0.15,10417.150823538224
2021-01-25,inc hosp,2021-01-28,US,quantile,0.2,10594.440320976331
2021-01-25,inc hosp,2021-01-28,US,quantile,0.25,10746.538923622047
2021-01-25,inc hosp,2021-01-28,US,quantile,0.3,10883.128169602833
2021-01-25,inc hosp,2021-01-28,US,quantile,0.35,11009.698461870912
2021-01-25,inc hosp,2021-01-28,US,quantile,0.4,11129.801291897453
2021-01-25,inc hosp,2021-01-28,US,quantile,0.45,11246.002169886857
2021-01-25,inc hosp,2021-01-28,US,quantile,0.5,11360.360726856889
2021-01-25,inc hosp,2021-01-28,US,quantile,0.55,11474.71928382692
2021-01-25,inc hosp,2021-01-28,US,quantile,0.6,11590.920161816324
2021-01-25,inc hosp,2021-01-28,US,quantile,0.65,11711.022991842863
2021-01-25,inc hosp,2021-01-28,US,quantile,0.7,11837.593284110944
2021-01-25,inc hosp,2021-01-28,US,quantile,0.75,11974.18253009173
2021-01-25,inc hosp,2021-01-28,US,quantile,0.8,12126.281132737446
2021-01-25,inc hosp,2021-01-28,US,quantile,0.85,12303.570630175554
2021-01-25,inc hosp,2021-01-28,US,quantile,0.9,12526.641300686711
2021-01-25,inc hosp,2021-01-28,US,quantile,0.95,12857.265637656805
2021-01-25,inc hosp,2021-01-28,US,quantile,0.975,13144.032942655536
2021-01-25,inc hosp,2021-01-28,US,quantile,0.99,13477.461908276124
2021-01-25,inc hosp,2021-01-29,US,quantile,0.01,8770.173947704443
2021-01-25,inc hosp,2021-01-29,US,quantile,0.025,9109.520375945738
2021-01-25,inc hosp,2021-01-29,US,quantile,0.05,9401.377025252074
2021-01-25,inc hosp,2021-01-29,US,quantile,0.1,9737.869050267424
2021-01-25,inc hosp,2021-01-29,US,quantile,0.15,9964.898622045814
2021-01-25,inc hosp,2021-01-29,US,quantile,0.2,10145.33452871139
2021-01-25,inc hosp,2021-01-29,US,quantile,0.25,10300.132470312685
2021-01-25,inc hosp,2021-01-29,US,quantile,0.3,10439.145806102157
