forecast_date,target,target_end_date,location,type,quantile,value
2021-02-08,inc hosp,2021-02-09,US,quantile,0.01,8095.966143483985
2021-02-08,inc hosp,2021-02-09,US,quantile,0.025,8361.86544316021
2021-02-08,inc hosp,2021-02-09,US,quantile,0.05,8590.55350997912
2021-02-08,inc hosp,2021-02-09,US,quantile,0.1,8854.216204948156
2021-02-08,inc hosp,2021-02-09,US,quantile,0.15,9032.108173502313
2021-02-08,inc hosp,2021-02-09,US,quantile,0.2,9173.491070818993
2021-02-08,inc hosp,2021-02-09,US,quantile,0.25,9294.785007744822
2021-02-08,inc hosp,2021-02-09,US,quantile,0.3,9403.710711850932
2021-02-08,inc hosp,2021-02-09,US,quantile,0.35,9504.64660988024
2021-02-08,inc hosp,2021-02-09,US,quantile,0.4,9600.424906567065
2021-02-08,inc hosp,2021-02-09,US,quantile,0.45,9693.091517044762
2021-02-08,inc hosp,2021-02-09,US,quantile,0.5,9784.288933423146
2021-02-08,inc hosp,2021-02-09,US,quantile,0.55,9875.48634980153
2021-02-08,inc hosp,2021-02-09,US,quantile,0.6,9968.152960279229
2021-02-08,inc hosp,2021-02-09,US,quantile,0.65,10063.931256966052
2021-02-08,inc hosp,2021-02-09,US,quantile,0.7,10164.86715499536
2021-02-08,inc hosp,2021-02-09,US,quantile,0.75,10273.79285910147
2021-02-08,inc hosp,2021-02-09,US,quantile,0.8,10395.0867960273
2021-02-08,inc hosp,2021-02-09,US,quantile,0.85,10536.469693343981
2021-02-08,inc hosp,2021-02-09,US,quantile,0.9,10714.361661898136
2021-02-08,inc hosp,2021-02-09,US,quantile,0.95,10978.024356867172
2021-02-08,inc hosp,2021-02-09,US,quantile,0.975,11206.712423686082
2021-02-08,inc hosp,2021-02-09,US,quantile,0.99,11472.611723362306
2021-02-08,inc hosp,2021-02-10,US,quantile,0.01,7758.244328006755
2021-02-08,inc hosp,2021-02-10,US,quantile,0.025,8082.377757244714
2021-02-08,inc hosp,2021-02-10,US,quantile,0.05,8361.150388139467
2021-02-08,inc hosp,2021-02-10,US,quantile,0.1,8682.557377877687
2021-02-08,inc hosp,2021-02-10,US,quantile,0.15,8899.409147970959
2021-02-08,inc hosp,2021-02-10,US,quantile,0.2,9071.756060500084
2021-02-08,inc hosp,2021-02-10,US,quantile,0.25,9219.61436539
2021-02-08,inc hosp,2021-02-10,US,quantile,0.3,9352.395692934164
2021-02-08,inc hosp,2021-02-10,US,quantile,0.35,9475.437381277425
2021-02-08,inc hosp,2021-02-10,US,quantile,0.4,9592.191911242237
2021-02-08,inc hosp,2021-02-10,US,quantile,0.45,9705.1532701723645
2021-02-08,inc hosp,2021-02-10,US,quantile,0.5,9816.323669433896
2021-02-08,inc hosp,2021-02-10,US,quantile,0.55,9927.494068695429
2021-02-08,inc hosp,2021-02-10,US,quantile,0.6,10040.455427625557
2021-02-08,inc hosp,2021-02-10,US,quantile,0.65,10157.209957590369
2021-02-08,inc hosp,2021-02-10,US,quantile,0.7,10280.251645933628
2021-02-08,inc hosp,2021-02-10,US,quantile,0.75,10413.032973477792
2021-02-08,inc hosp,2021-02-10,US,quantile,0.8,10560.891278367706
2021-02-08,inc hosp,2021-02-10,US,quantile,0.85,10733.238190896833
2021-02-08,inc hosp,2021-02-10,US,quantile,0.9,10950.089960990104
2021-02-08,inc hosp,2021-02-10,US,quantile,0.95,11271.496950728324
2021-02-08,inc hosp,2021-02-10,US,quantile,0.975,11550.269581623075
2021-02-08,inc hosp,2021-02-10,US,quantile,0.99,11874.403010861037
2021-02-08,inc hosp,2021-02-11,US,quantile,0.01,7056.342515518157
2021-02-08,inc hosp,2021-02-11,US,quantile,0.025,7395.8022768211395
2021-02-08,inc hosp,2021-02-11,US,quantile,0.05,7687.75639881287
2021-02-08,inc hosp,2021-02-11,US,quantile,0.1,8024.360803591953
2021-02-08,inc hosp,2021-02-11,US,quantile,0.15,8251.466197463405
2021-02-08,inc hosp,2021-02-11,US,quantile,0.2,8431.962365124942
2021-02-08,inc hosp,2021-02-11,US,quantile,0.25,8586.812005295027
2021-02-08,inc hosp,2021-02-11,US,quantile,0.3,8725.871767997087
2021-02-08,inc hosp,2021-02-11,US,quantile,0.35,8854.731362188018
2021-02-08,inc hosp,2021-02-11,US,quantile,0.4,8977.00651586802
2021-02-08,inc hosp,2021-02-11,US,quantile,0.45,9095.30914213225
2021-02-08,inc hosp,2021-02-11,US,quantile,0.5,9211.736124952256
2021-02-08,inc hosp,2021-02-11,US,quantile,0.55,9328.16310777226
2021-02-08,inc hosp,2021-02-11,US,quantile,0.6,9446.465734036488
2021-02-08,inc hosp,2021-02-11,US,quantile,0.65,9568.74088771649
2021-02-08,inc hosp,2021-02-11,US,quantile,0.7,9697.600481907422
2021-02-08,inc hosp,2021-02-11,US,quantile,0.75,9836.660244609482
2021-02-08,inc hosp,2021-02-11,US,quantile,0.8,9991.509884779569
2021-02-08,inc hosp,2021-02-11,US,quantile,0.85,10172.006052441104
2021-02-08,inc hosp,2021-02-11,US,quantile,0.9,10399.111446312556
2021-02-08,inc hosp,2021-02-11,US,quantile,0.95,10735.71585109164
2021-02-08,inc hosp,2021-02-11,US,quantile,0.975,11027.66997308337
2021-02-08,inc hosp,2021-02-11,US,quantile,0.99,11367.129734386352
2021-02-08,inc hosp,2021-02-12,US,quantile,0.01,6267.09192547099
2021-02-08,inc hosp,2021-02-12,US,quantile,0.025,6612.5722584228515
2021-02-08,inc hosp,2021-02-12,US,quantile,0.05,6909.704404174718
2021-02-08,inc hosp,2021-02-12,US,quantile,0.1,7252.278738728457
2021-02-08,inc hosp,2021-02-12,US,quantile,0.15,7483.412015876565
2021-02-08,inc hosp,2021-02-12,US,quantile,0.2,7667.109417479889
2021-02-08,inc hosp,2021-02-12,US,quantile,0.25,7824.705431328753
2021-02-08,inc hosp,2021-02-12,US,quantile,0.3,7966.231522474603
2021-02-08,inc hosp,2021-02-12,US,quantile,0.35,8097.376537525119
2021-02-08,inc hosp,2021-02-12,US,quantile,0.4,8221.820332109077
2021-02-08,inc hosp,2021-02-12,US,quantile,0.45,8342.221143545357
2021-02-08,inc hosp,2021-02-12,US,quantile,0.5,8460.713045604214
2021-02-08,inc hosp,2021-02-12,US,quantile,0.55,8579.204947663071
2021-02-08,inc hosp,2021-02-12,US,quantile,0.6,8699.605759099351
2021-02-08,inc hosp,2021-02-12,US,quantile,0.65,8824.04955368331
2021-02-08,inc hosp,2021-02-12,US,quantile,0.7,8955.194568733827
2021-02-08,inc hosp,2021-02-12,US,quantile,0.75,9096.720659879677
2021-02-08,inc hosp,2021-02-12,US,quantile,0.8,9254.31667372854
2021-02-08,inc hosp,2021-02-12,US,quantile,0.85,9438.014075331865
2021-02-08,inc hosp,2021-02-12,US,quantile,0.9,9669.147352479971
2021-02-08,inc hosp,2021-02-12,US,quantile,0.95,10011.72168703371
2021-02-08,inc hosp,2021-02-12,US,quantile,0.975,10308.853832785577
2021-02-08,inc hosp,2021-02-12,US,quantile,0.99,10654.33416573744
2021-02-08,inc hosp,2021-02-13,US,quantile,0.01,5781.8765346940545
2021-02-08,inc hosp,2021-02-13,US,quantile,0.025,6138.444288529657
2021-02-08,inc hosp,2021-02-13,US,quantile,0.05,6445.112227910907
2021-02-08,inc hosp,2021-02-13,US,quantile,0.1,6798.680721810018
2021-02-08,inc hosp,2021-02-13,US,quantile,0.15,7037.2317060735595
2021-02-08,inc hosp,2021-02-13,US,quantile,0.2,7226.824466146128
2021-02-08,inc hosp,2021-02-13,US,quantile,0.25,7389.478172628934
2021-02-08,inc hosp,2021-02-13,US,quantile,0.3,7535.546228074625
2021-02-08,inc hosp,2021-02-13,US,quantile,0.35,7670.900049936939
2021-02-08,inc hosp,2021-02-13,US,quantile,0.4,7799.337590605176
2021-02-08,inc hosp,2021-02-13,US,quantile,0.45,7923.602397597244
2021-02-08,inc hosp,2021-02-13,US,quantile,0.5,8045.897033022184
2021-02-08,inc hosp,2021-02-13,US,quantile,0.55,8168.191668447123
