model,location,forecast_date,horizon,temporal_resolution,target_variable,target_end_date,type,quantile,value,location_name,population,geo_type,geo_value,abbreviation,full_location_name
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.01,9250.669705910097,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.025,9516.604829904298,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.05,9745.32370761302,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.1,10009.02192556476,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.15,10186.937861306704,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.2,10328.33980698446,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.25,10449.650085707994,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.3,10558.590465253508,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.35,10659.539962264502,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.4,10755.331163055096,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.45,10848.010258402534,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.5,10939.219961707762,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.55,11030.42966501299,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.6,11123.108760360428,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.65,11218.899961151023,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.7,11319.849458162016,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.75,11428.78983770753,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.8,11550.100116431064,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.85,11691.50206210882,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.9,11869.417997850764,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.95,12133.116215802504,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.975,12361.835093511227,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,1,day,inc hosp,2021-02-02,quantile,0.99,12627.770217505427,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-02-01,2,day,inc hosp,2021-02-03,quantile,0.01,8527.671128194608,United States,332875137,state,us,US,United States
