forecast_date,target,target_end_date,location,type,quantile,value
2021-01-04,inc hosp,2021-01-05,US,quantile,0.01,13495.306129646357
2021-01-04,inc hosp,2021-01-05,US,quantile,0.025,13736.2877783409
2021-01-04,inc hosp,2021-01-05,US,quantile,0.05,13943.545290661898
2021-01-04,inc hosp,2021-01-05,US,quantile,0.1,14182.499928790892
2021-01-04,inc hosp,2021-01-05,US,quantile,0.15,14343.721488696838
2021-01-04,inc hosp,2021-01-05,US,quantile,0.2,14471.855273682626
2021-01-04,inc hosp,2021-01-05,US,quantile,0.25,14581.782651951884
2021-01-04,inc hosp,2021-01-05,US,quantile,0.3,14680.500835086126
2021-01-04,inc hosp,2021-01-05,US,quantile,0.35,14771.977943710275
2021-01-04,inc hosp,2021-01-05,US,quantile,0.4,14858.780774228637
2021-01-04,inc hosp,2021-01-05,US,quantile,0.45,14942.763517316123
2021-01-04,inc hosp,2021-01-05,US,quantile,0.5,15025.414745740967
2021-01-04,inc hosp,2021-01-05,US,quantile,0.55,15108.065974165816
2021-01-04,inc hosp,2021-01-05,US,quantile,0.6,15192.0487172533
2021-01-04,inc hosp,2021-01-05,US,quantile,0.65,15278.851547771665
2021-01-04,inc hosp,2021-01-05,US,quantile,0.7,15370.328656395812
2021-01-04,inc hosp,2021-01-05,US,quantile,0.75,15469.046839530054
2021-01-04,inc hosp,2021-01-05,US,quantile,0.8,15578.974217799312
2021-01-04,inc hosp,2021-01-05,US,quantile,0.85,15707.1080027851
2021-01-04,inc hosp,2021-01-05,US,quantile,0.9,15868.329562691046
2021-01-04,inc hosp,2021-01-05,US,quantile,0.95,16107.28420082004
2021-01-04,inc hosp,2021-01-05,US,quantile,0.975,16314.541713141038
2021-01-04,inc hosp,2021-01-05,US,quantile,0.99,16555.523361835585
2021-01-04,inc hosp,2021-01-06,US,quantile,0.01,12535.863663159422
2021-01-04,inc hosp,2021-01-06,US,quantile,0.025,12822.550234204991
2021-01-04,inc hosp,2021-01-06,US,quantile,0.05,13069.116501190974
2021-01-04,inc hosp,2021-01-06,US,quantile,0.1,13353.39161596318
2021-01-04,inc hosp,2021-01-06,US,quantile,0.15,13545.19068630085
2021-01-04,inc hosp,2021-01-06,US,quantile,0.2,13697.626507250969
2021-01-04,inc hosp,2021-01-06,US,quantile,0.25,13828.402868483308
2021-01-04,inc hosp,2021-01-06,US,quantile,0.3,13945.844082683305
2021-01-04,inc hosp,2021-01-06,US,quantile,0.35,14054.6708698793
2021-01-04,inc hosp,2021-01-06,US,quantile,0.4,14157.936848733569
2021-01-04,inc hosp,2021-01-06,US,quantile,0.45,14257.847878362516
2021-01-04,inc hosp,2021-01-06,US,quantile,0.5,14356.174856363474
2021-01-04,inc hosp,2021-01-06,US,quantile,0.55,14454.501834364431
2021-01-04,inc hosp,2021-01-06,US,quantile,0.6,14554.41286399338
2021-01-04,inc hosp,2021-01-06,US,quantile,0.65,14657.678842847648
2021-01-04,inc hosp,2021-01-06,US,quantile,0.7,14766.505630043644
2021-01-04,inc hosp,2021-01-06,US,quantile,0.75,14883.94684424364
2021-01-04,inc hosp,2021-01-06,US,quantile,0.8,15014.72320547598
2021-01-04,inc hosp,2021-01-06,US,quantile,0.85,15167.159026426098
2021-01-04,inc hosp,2021-01-06,US,quantile,0.9,15358.958096763768
2021-01-04,inc hosp,2021-01-06,US,quantile,0.95,15643.233211535971
2021-01-04,inc hosp,2021-01-06,US,quantile,0.975,15889.799478521958
2021-01-04,inc hosp,2021-01-06,US,quantile,0.99,16176.486049567526
2021-01-04,inc hosp,2021-01-07,US,quantile,0.01,11749.309461722323
2021-01-04,inc hosp,2021-01-07,US,quantile,0.025,12044.21130049112
2021-01-04,inc hosp,2021-01-07,US,quantile,0.05,12297.843150937882
2021-01-04,inc hosp,2021-01-07,US,quantile,0.1,12590.26443093292
2021-01-04,inc hosp,2021-01-07,US,quantile,0.15,12787.559680272432
2021-01-04,inc hosp,2021-01-07,US,quantile,0.2,12944.363690060794
2021-01-04,inc hosp,2021-01-07,US,quantile,0.25,13078.887568365437
2021-01-04,inc hosp,2021-01-07,US,quantile,0.3,13199.694168718246
2021-01-04,inc hosp,2021-01-07,US,quantile,0.35,13311.639487727616
2021-01-04,inc hosp,2021-01-07,US,quantile,0.4,13417.864648310891
2021-01-04,inc hosp,2021-01-07,US,quantile,0.45,13520.63872050898
2021-01-04,inc hosp,2021-01-07,US,quantile,0.5,13621.783348620816
2021-01-04,inc hosp,2021-01-07,US,quantile,0.55,13722.927976732652
2021-01-04,inc hosp,2021-01-07,US,quantile,0.6,13825.702048930742
2021-01-04,inc hosp,2021-01-07,US,quantile,0.65,13931.927209514017
2021-01-04,inc hosp,2021-01-07,US,quantile,0.7,14043.872528523389
2021-01-04,inc hosp,2021-01-07,US,quantile,0.75,14164.679128876198
2021-01-04,inc hosp,2021-01-07,US,quantile,0.8,14299.20300718084
2021-01-04,inc hosp,2021-01-07,US,quantile,0.85,14456.0070169692
2021-01-04,inc hosp,2021-01-07,US,quantile,0.9,14653.302266308712
2021-01-04,inc hosp,2021-01-07,US,quantile,0.95,14945.723546303752
2021-01-04,inc hosp,2021-01-07,US,quantile,0.975,15199.355396750512
2021-01-04,inc hosp,2021-01-07,US,quantile,0.99,15494.25723551931
