forecast_date,target,target_end_date,location,type,quantile,value
2021-02-15,inc hosp,2021-02-16,US,quantile,0.01,6343.0767364246785
2021-02-15,inc hosp,2021-02-16,US,quantile,0.025,6609.038520923466
2021-02-15,inc hosp,2021-02-16,US,quantile,0.05,6837.780328136936
2021-02-15,inc hosp,2021-02-16,US,quantile,0.1,7101.504982339156
2021-02-15,inc hosp,2021-02-16,US,quantile,0.15,7279.438754493791
2021-02-15,inc hosp,2021-02-16,US,quantile,0.2,7420.854875986929
2021-02-15,inc hosp,2021-02-16,US,quantile,0.25,7542.177316297822
2021-02-15,inc hosp,2021-02-16,US,quantile,0.3,7651.128617324653
2021-02-15,inc hosp,2021-02-16,US,quantile,0.35,7752.088234715713
2021-02-15,inc hosp,2021-02-16,US,quantile,0.4,7847.889038757318
2021-02-15,inc hosp,2021-02-16,US,quantile,0.45,7940.577425361244
2021-02-15,inc hosp,2021-02-16,US,quantile,0.5,8031.796272613601
2021-02-15,inc hosp,2021-02-16,US,quantile,0.55,8123.015119865958
2021-02-15,inc hosp,2021-02-16,US,quantile,0.6,8215.703506469883
2021-02-15,inc hosp,2021-02-16,US,quantile,0.65,8311.50431051149
2021-02-15,inc hosp,2021-02-16,US,quantile,0.7,8412.463927902549
2021-02-15,inc hosp,2021-02-16,US,quantile,0.75,8521.415228929382
2021-02-15,inc hosp,2021-02-16,US,quantile,0.8,8642.737669240272
2021-02-15,inc hosp,2021-02-16,US,quantile,0.85,8784.153790733411
2021-02-15,inc hosp,2021-02-16,US,quantile,0.9,8962.087562888046
2021-02-15,inc hosp,2021-02-16,US,quantile,0.95,9225.812217090266
2021-02-15,inc hosp,2021-02-16,US,quantile,0.975,9454.554024303736
2021-02-15,inc hosp,2021-02-16,US,quantile,0.99,9720.515808802524
2021-02-15,inc hosp,2021-02-17,US,quantile,0.01,5971.4712642313125
2021-02-15,inc hosp,2021-02-17,US,quantile,0.025,6297.1043362067785
2021-02-15,inc hosp,2021-02-17,US,quantile,0.05,6577.166742587878
2021-02-15,inc hosp,2021-02-17,US,quantile,0.1,6900.060760859618
2021-02-15,inc hosp,2021-02-17,US,quantile,0.15,7117.915822044772
2021-02-15,inc hosp,2021-02-17,US,quantile,0.2,7291.060118528751
