model,location,forecast_date,horizon,temporal_resolution,target_variable,target_end_date,type,quantile,value,location_name,population,geo_type,geo_value,abbreviation,full_location_name
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.01,2526.471364918531,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.025,2757.404026003215,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.05,2956.0188545985143,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.1,3185.0090319028573,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.15,3339.5076173967927,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.2,3462.2981954425436,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.25,3567.6415779254125,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.3,3662.243191169136,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.35,3749.905684298164,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.4,3833.088817743718,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.45,3913.5694620228523,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.5,3992.7741160928435,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.55,4071.9787701628347,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.6,4152.459414441969,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.65,4235.642547887523,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.7,4323.305041016551,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.75,4417.906654260274,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.8,4523.250036743144,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.85,4646.040614788894,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.9,4800.53920028283,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.95,5029.529377587172,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.975,5228.144206182472,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,1,day,inc hosp,2021-06-08,quantile,0.99,5459.076867267157,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.01,2000.5941727941042,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.025,2311.3202489948562,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.05,2578.561816622533,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.1,2886.6742289079516,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.15,3094.556210709966,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.2,3259.774219853276,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.25,3401.516560407753,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.3,3528.8055629568717,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.35,3646.757793672169,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.4,3758.6829260471964,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.45,3866.9717869190395,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.5,3973.5437688137154,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.55,4080.1157507083913,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.6,4188.404611580234,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.65,4300.329743955262,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.7,4418.281974670559,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.75,4545.570977219678,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.8,4687.313317774155,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.85,4852.531326917465,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.9,5060.413308719479,United States,332875137,state,us,US,United States
Multiple3_arima_noTrans,US,2021-06-07,2,day,inc hosp,2021-06-09,quantile,0.95,5368.525721004898,United States,332875137,state,us,US,United States
