forecast_date,target,target_end_date,location,type,quantile,value
2021-05-17,inc hosp,2021-05-18,US,quantile,0.01,4710.48642133328
2021-05-17,inc hosp,2021-05-18,US,quantile,0.025,4949.050658211183
2021-05-17,inc hosp,2021-05-18,US,quantile,0.05,5154.229063006413
2021-05-17,inc hosp,2021-05-18,US,quantile,0.1,5390.78662331233
2021-05-17,inc hosp,2021-05-18,US,quantile,0.15,5550.390886191197
2021-05-17,inc hosp,2021-05-18,US,quantile,0.2,5677.239294769224
2021-05-17,inc hosp,2021-05-18,US,quantile,0.25,5786.0639345327045
2021-05-17,inc hosp,2021-05-18,US,quantile,0.3,5883.791824407196
2021-05-17,inc hosp,2021-05-18,US,quantile,0.35,5974.351278742986
2021-05-17,inc hosp,2021-05-18,US,quantile,0.4,6060.283345079304
2021-05-17,inc hosp,2021-05-18,US,quantile,0.45,6143.423613743393
2021-05-17,inc hosp,2021-05-18,US,quantile,0.5,6225.2457248585315
2021-05-17,inc hosp,2021-05-18,US,quantile,0.55,6307.06783597367
2021-05-17,inc hosp,2021-05-18,US,quantile,0.6,6390.208104637759
2021-05-17,inc hosp,2021-05-18,US,quantile,0.65,6476.140170974077
2021-05-17,inc hosp,2021-05-18,US,quantile,0.7,6566.699625309867
2021-05-17,inc hosp,2021-05-18,US,quantile,0.75,6664.4275151843585
2021-05-17,inc hosp,2021-05-18,US,quantile,0.8,6773.252154947839
2021-05-17,inc hosp,2021-05-18,US,quantile,0.85,6900.100563525866
2021-05-17,inc hosp,2021-05-18,US,quantile,0.9,7059.7048264047335
2021-05-17,inc hosp,2021-05-18,US,quantile,0.95,7296.26238671065
2021-05-17,inc hosp,2021-05-18,US,quantile,0.975,7501.44079150588
2021-05-17,inc hosp,2021-05-18,US,quantile,0.99,7740.005028383783
2021-05-17,inc hosp,2021-05-19,US,quantile,0.01,3996.2156750545014
2021-05-17,inc hosp,2021-05-19,US,quantile,0.025,4317.060160169499
2021-05-17,inc hosp,2021-05-19,US,quantile,0.05,4593.004117674471
2021-05-17,inc hosp,2021-05-19,US,quantile,0.1,4911.149828153519
2021-05-17,inc hosp,2021-05-19,US,quantile,0.15,5125.801228613584
2021-05-17,inc hosp,2021-05-19,US,quantile,0.2,5296.399357111375
2021-05-17,inc hosp,2021-05-19,US,quantile,0.25,5442.757361017086
2021-05-17,inc hosp,2021-05-19,US,quantile,0.3,5574.191371908686
2021-05-17,inc hosp,2021-05-19,US,quantile,0.35,5695.984570583021
2021-05-17,inc hosp,2021-05-19,US,quantile,0.4,5811.554405942101
2021-05-17,inc hosp,2021-05-19,US,quantile,0.45,5923.369559130817
2021-05-17,inc hosp,2021-05-19,US,quantile,0.5,6033.411925309931
2021-05-17,inc hosp,2021-05-19,US,quantile,0.55,6143.454291489044
2021-05-17,inc hosp,2021-05-19,US,quantile,0.6,6255.2694446777605
2021-05-17,inc hosp,2021-05-19,US,quantile,0.65,6370.83928003684
2021-05-17,inc hosp,2021-05-19,US,quantile,0.7,6492.632478711175
2021-05-17,inc hosp,2021-05-19,US,quantile,0.75,6624.066489602776
2021-05-17,inc hosp,2021-05-19,US,quantile,0.8,6770.424493508486
2021-05-17,inc hosp,2021-05-19,US,quantile,0.85,6941.022622006278
2021-05-17,inc hosp,2021-05-19,US,quantile,0.9,7155.674022466343
2021-05-17,inc hosp,2021-05-19,US,quantile,0.95,7473.819732945391
2021-05-17,inc hosp,2021-05-19,US,quantile,0.975,7749.7636904503615
2021-05-17,inc hosp,2021-05-19,US,quantile,0.99,8070.60817556536
2021-05-17,inc hosp,2021-05-20,US,quantile,0.01,3609.050926554666
2021-05-17,inc hosp,2021-05-20,US,quantile,0.025,3966.004841710825
2021-05-17,inc hosp,2021-05-20,US,quantile,0.05,4273.004901131451
2021-05-17,inc hosp,2021-05-20,US,quantile,0.1,4626.956308165703
2021-05-17,inc hosp,2021-05-20,US,quantile,0.15,4865.765642103641
2021-05-17,inc hosp,2021-05-20,US,quantile,0.2,5055.563730307569
2021-05-17,inc hosp,2021-05-20,US,quantile,0.25,5218.393590044316
2021-05-17,inc hosp,2021-05-20,US,quantile,0.3,5364.619836556292
2021-05-17,inc hosp,2021-05-20,US,quantile,0.35,5500.120246016701
2021-05-17,inc hosp,2021-05-20,US,quantile,0.4,5628.696883980697
