forecast_date,target,target_end_date,location,type,quantile,value
2021-06-14,inc hosp,2021-06-15,US,quantile,0.01,2309.545849267862
2021-06-14,inc hosp,2021-06-15,US,quantile,0.025,2538.1754158200265
2021-06-14,inc hosp,2021-06-15,US,quantile,0.05,2734.809456060544
2021-06-14,inc hosp,2021-06-15,US,quantile,0.1,2961.515911249213
2021-06-14,inc hosp,2021-06-15,US,quantile,0.15,3114.473680273699
2021-06-14,inc hosp,2021-06-15,US,quantile,0.2,3236.0396662344074
2021-06-14,inc hosp,2021-06-15,US,quantile,0.25,3340.332457748056
2021-06-14,inc hosp,2021-06-15,US,quantile,0.3,3433.990607831541
2021-06-14,inc hosp,2021-06-15,US,quantile,0.35,3520.77884173849
2021-06-14,inc hosp,2021-06-15,US,quantile,0.4,3603.132388676287
2021-06-14,inc hosp,2021-06-15,US,quantile,0.45,3682.810398408439
2021-06-14,inc hosp,2021-06-15,US,quantile,0.5,3761.225143398953
2021-06-14,inc hosp,2021-06-15,US,quantile,0.55,3839.639888389467
2021-06-14,inc hosp,2021-06-15,US,quantile,0.6,3919.31789812162
2021-06-14,inc hosp,2021-06-15,US,quantile,0.65,4001.671445059416
2021-06-14,inc hosp,2021-06-15,US,quantile,0.7,4088.4596789663647
2021-06-14,inc hosp,2021-06-15,US,quantile,0.75,4182.11782904985
2021-06-14,inc hosp,2021-06-15,US,quantile,0.8,4286.410620563499
2021-06-14,inc hosp,2021-06-15,US,quantile,0.85,4407.9766065242075
2021-06-14,inc hosp,2021-06-15,US,quantile,0.9,4560.934375548693
2021-06-14,inc hosp,2021-06-15,US,quantile,0.95,4787.640830737362
2021-06-14,inc hosp,2021-06-15,US,quantile,0.975,4984.27487097788
2021-06-14,inc hosp,2021-06-15,US,quantile,0.99,5212.904437530045
2021-06-14,inc hosp,2021-06-16,US,quantile,0.01,1823.6053501833449
2021-06-14,inc hosp,2021-06-16,US,quantile,0.025,2131.1220832273857
2021-06-14,inc hosp,2021-06-16,US,quantile,0.05,2395.6034386876727
2021-06-14,inc hosp,2021-06-16,US,quantile,0.1,2700.5335031188115
2021-06-14,inc hosp,2021-06-16,US,quantile,0.15,2906.2683699317736
2021-06-14,inc hosp,2021-06-16,US,quantile,0.2,3069.779920146716
2021-06-14,inc hosp,2021-06-16,US,quantile,0.25,3210.058270886637
2021-06-14,inc hosp,2021-06-16,US,quantile,0.3,3336.0325653357777
2021-06-14,inc hosp,2021-06-16,US,quantile,0.35,3452.7665230657703
2021-06-14,inc hosp,2021-06-16,US,quantile,0.4,3563.535633512919
2021-06-14,inc hosp,2021-06-16,US,quantile,0.45,3670.706029791006
2021-06-14,inc hosp,2021-06-16,US,quantile,0.5,3776.177279925501
2021-06-14,inc hosp,2021-06-16,US,quantile,0.55,3881.6485300599943
2021-06-14,inc hosp,2021-06-16,US,quantile,0.6,3988.818926338082
2021-06-14,inc hosp,2021-06-16,US,quantile,0.65,4099.5880367852305
2021-06-14,inc hosp,2021-06-16,US,quantile,0.7,4216.321994515223
