forecast_date,target,target_end_date,location,type,quantile,value
2021-05-24,inc hosp,2021-05-25,US,quantile,0.01,4073.4465533162374
2021-05-24,inc hosp,2021-05-25,US,quantile,0.025,4282.978809935784
2021-05-24,inc hosp,2021-05-25,US,quantile,0.05,4463.188110076384
2021-05-24,inc hosp,2021-05-25,US,quantile,0.1,4670.957891834081
2021-05-24,inc hosp,2021-05-25,US,quantile,0.15,4811.139177196748
2021-05-24,inc hosp,2021-05-25,US,quantile,0.2,4922.550818965818
2021-05-24,inc hosp,2021-05-25,US,quantile,0.25,5018.132087322992
2021-05-24,inc hosp,2021-05-25,US,quantile,0.3,5103.967020371021
2021-05-24,inc hosp,2021-05-25,US,quantile,0.35,5183.505877802214
2021-05-24,inc hosp,2021-05-25,US,quantile,0.4,5258.980475382589
2021-05-24,inc hosp,2021-05-25,US,quantile,0.45,5332.003022002004
2021-05-24,inc hosp,2021-05-25,US,quantile,0.5,5403.867823732973
2021-05-24,inc hosp,2021-05-25,US,quantile,0.55,5475.732625463942
2021-05-24,inc hosp,2021-05-25,US,quantile,0.6,5548.755172083357
2021-05-24,inc hosp,2021-05-25,US,quantile,0.65,5624.229769663732
2021-05-24,inc hosp,2021-05-25,US,quantile,0.7,5703.768627094925
2021-05-24,inc hosp,2021-05-25,US,quantile,0.75,5789.603560142954
2021-05-24,inc hosp,2021-05-25,US,quantile,0.8,5885.184828500129
2021-05-24,inc hosp,2021-05-25,US,quantile,0.85,5996.596470269198
2021-05-24,inc hosp,2021-05-25,US,quantile,0.9,6136.777755631865
2021-05-24,inc hosp,2021-05-25,US,quantile,0.95,6344.547537389562
2021-05-24,inc hosp,2021-05-25,US,quantile,0.975,6524.756837530162
2021-05-24,inc hosp,2021-05-25,US,quantile,0.99,6734.28909414971
2021-05-24,inc hosp,2021-05-26,US,quantile,0.01,3576.7087864871937
2021-05-24,inc hosp,2021-05-26,US,quantile,0.025,3839.822888438001
2021-05-24,inc hosp,2021-05-26,US,quantile,0.05,4066.1155315596343
2021-05-24,inc hosp,2021-05-26,US,quantile,0.1,4327.0164564179595
2021-05-24,inc hosp,2021-05-26,US,quantile,0.15,4503.045071789953
2021-05-24,inc hosp,2021-05-26,US,quantile,0.2,4642.947035066949
2021-05-24,inc hosp,2021-05-26,US,quantile,0.25,4762.970462451594
2021-05-24,inc hosp,2021-05-26,US,quantile,0.3,4870.755209722973
2021-05-24,inc hosp,2021-05-26,US,quantile,0.35,4970.633841208343
2021-05-24,inc hosp,2021-05-26,US,quantile,0.4,5065.408895335291
2021-05-24,inc hosp,2021-05-26,US,quantile,0.45,5157.104857025879
2021-05-24,inc hosp,2021-05-26,US,quantile,0.5,5247.347013886957
2021-05-24,inc hosp,2021-05-26,US,quantile,0.55,5337.589170748035
2021-05-24,inc hosp,2021-05-26,US,quantile,0.6,5429.285132438623
2021-05-24,inc hosp,2021-05-26,US,quantile,0.65,5524.060186565571
2021-05-24,inc hosp,2021-05-26,US,quantile,0.7,5623.938818050941
2021-05-24,inc hosp,2021-05-26,US,quantile,0.75,5731.72356532232
2021-05-24,inc hosp,2021-05-26,US,quantile,0.8,5851.746992706965
2021-05-24,inc hosp,2021-05-26,US,quantile,0.85,5991.648955983961
2021-05-24,inc hosp,2021-05-26,US,quantile,0.9,6167.677571355955
2021-05-24,inc hosp,2021-05-26,US,quantile,0.95,6428.57849621428
2021-05-24,inc hosp,2021-05-26,US,quantile,0.975,6654.8711393359135
2021-05-24,inc hosp,2021-05-26,US,quantile,0.99,6917.98524128672
2021-05-24,inc hosp,2021-05-27,US,quantile,0.01,3571.7532816633884
2021-05-24,inc hosp,2021-05-27,US,quantile,0.025,3843.3706481782538
2021-05-24,inc hosp,2021-05-27,US,quantile,0.05,4076.97656793195
2021-05-24,inc hosp,2021-05-27,US,quantile,0.1,4346.309232376367
2021-05-24,inc hosp,2021-05-27,US,quantile,0.15,4528.026702417323
2021-05-24,inc hosp,2021-05-27,US,quantile,0.2,4672.449987044847
2021-05-24,inc hosp,2021-05-27,US,quantile,0.25,4796.352305562159
2021-05-24,inc hosp,2021-05-27,US,quantile,0.3,4907.620416952843
2021-05-24,inc hosp,2021-05-27,US,quantile,0.35,5010.726904419778
2021-05-24,inc hosp,2021-05-27,US,quantile,0.4,5108.564878220508
2021-05-24,inc hosp,2021-05-27,US,quantile,0.45,5203.224250142359
2021-05-24,inc hosp,2021-05-27,US,quantile,0.5,5296.382833485071
2021-05-24,inc hosp,2021-05-27,US,quantile,0.55,5389.541416827784
2021-05-24,inc hosp,2021-05-27,US,quantile,0.6,5484.200788749635
2021-05-24,inc hosp,2021-05-27,US,quantile,0.65,5582.0387625503645
2021-05-24,inc hosp,2021-05-27,US,quantile,0.7,5685.1452500173
2021-05-24,inc hosp,2021-05-27,US,quantile,0.75,5796.413361407984
2021-05-24,inc hosp,2021-05-27,US,quantile,0.8,5920.315679925296
2021-05-24,inc hosp,2021-05-27,US,quantile,0.85,6064.73896455282
2021-05-24,inc hosp,2021-05-27,US,quantile,0.9,6246.456434593776
2021-05-24,inc hosp,2021-05-27,US,quantile,0.95,6515.789099038193
2021-05-24,inc hosp,2021-05-27,US,quantile,0.975,6749.395018791889
2021-05-24,inc hosp,2021-05-27,US,quantile,0.99,7021.012385306754
