forecast_date,target,target_end_date,location,type,quantile,value
2021-04-19,inc hosp,2021-04-20,US,quantile,0.01,7107.411893669926
2021-04-19,inc hosp,2021-04-20,US,quantile,0.025,7357.1284079158
2021-04-19,inc hosp,2021-04-20,US,quantile,0.05,7571.898386494846
2021-04-19,inc hosp,2021-04-20,US,quantile,0.1,7819.514417091816
2021-04-19,inc hosp,2021-04-20,US,quantile,0.15,7986.579777375852
2021-04-19,inc hosp,2021-04-20,US,quantile,0.2,8119.358029649906
2021-04-19,inc hosp,2021-04-20,US,quantile,0.25,8233.269947301284
2021-04-19,inc hosp,2021-04-20,US,quantile,0.3,8335.56636994804
2021-04-19,inc hosp,2021-04-20,US,quantile,0.35,8430.35925074482
2021-04-19,inc hosp,2021-04-20,US,quantile,0.4,8520.30842480494
2021-04-19,inc hosp,2021-04-20,US,quantile,0.45,8607.335291681418
2021-04-19,inc hosp,2021-04-20,US,quantile,0.5,8692.98238046266
2021-04-19,inc hosp,2021-04-20,US,quantile,0.55,8778.6294692439
2021-04-19,inc hosp,2021-04-20,US,quantile,0.6,8865.656336120379
2021-04-19,inc hosp,2021-04-20,US,quantile,0.65,8955.6055101805
2021-04-19,inc hosp,2021-04-20,US,quantile,0.7,9050.39839097728
2021-04-19,inc hosp,2021-04-20,US,quantile,0.75,9152.694813624035
2021-04-19,inc hosp,2021-04-20,US,quantile,0.8,9266.606731275411
2021-04-19,inc hosp,2021-04-20,US,quantile,0.85,9399.384983549466
2021-04-19,inc hosp,2021-04-20,US,quantile,0.9,9566.4503438335
2021-04-19,inc hosp,2021-04-20,US,quantile,0.95,9814.066374430471
2021-04-19,inc hosp,2021-04-20,US,quantile,0.975,10028.83635300952
2021-04-19,inc hosp,2021-04-20,US,quantile,0.99,10278.552867255392
2021-04-19,inc hosp,2021-04-21,US,quantile,0.01,6426.487990171889
2021-04-19,inc hosp,2021-04-21,US,quantile,0.025,6762.31502833371
2021-04-19,inc hosp,2021-04-21,US,quantile,0.05,7051.144808014454
2021-04-19,inc hosp,2021-04-21,US,quantile,0.1,7384.147046204001
2021-04-19,inc hosp,2021-04-21,US,quantile,0.15,7608.822075378817
2021-04-19,inc hosp,2021-04-21,US,quantile,0.2,7787.386666223596
2021-04-19,inc hosp,2021-04-21,US,quantile,0.25,7940.579185475764
2021-04-19,inc hosp,2021-04-21,US,quantile,0.3,8078.150802378059
2021-04-19,inc hosp,2021-04-21,US,quantile,0.35,8205.63140770745
2021-04-19,inc hosp,2021-04-21,US,quantile,0.4,8326.598035809466
2021-04-19,inc hosp,2021-04-21,US,quantile,0.45,8443.634648433548
2021-04-19,inc hosp,2021-04-21,US,quantile,0.5,8558.815689781368
2021-04-19,inc hosp,2021-04-21,US,quantile,0.55,8673.996731129188
2021-04-19,inc hosp,2021-04-21,US,quantile,0.6,8791.03334375327
2021-04-19,inc hosp,2021-04-21,US,quantile,0.65,8911.999971855286
2021-04-19,inc hosp,2021-04-21,US,quantile,0.7,9039.480577184677
2021-04-19,inc hosp,2021-04-21,US,quantile,0.75,9177.052194086971
2021-04-19,inc hosp,2021-04-21,US,quantile,0.8,9330.24471333914
2021-04-19,inc hosp,2021-04-21,US,quantile,0.85,9508.809304183918
2021-04-19,inc hosp,2021-04-21,US,quantile,0.9,9733.484333358734
2021-04-19,inc hosp,2021-04-21,US,quantile,0.95,10066.48657154828
2021-04-19,inc hosp,2021-04-21,US,quantile,0.975,10355.316351229028
2021-04-19,inc hosp,2021-04-21,US,quantile,0.99,10691.143389390849
2021-04-19,inc hosp,2021-04-22,US,quantile,0.01,5872.6080267338575
2021-04-19,inc hosp,2021-04-22,US,quantile,0.025,6246.339405791756
2021-04-19,inc hosp,2021-04-22,US,quantile,0.05,6567.769009744784
2021-04-19,inc hosp,2021-04-22,US,quantile,0.1,6938.356757500749
2021-04-19,inc hosp,2021-04-22,US,quantile,0.15,7188.39055154242
2021-04-19,inc hosp,2021-04-22,US,quantile,0.2,7387.109484814169
2021-04-19,inc hosp,2021-04-22,US,quantile,0.25,7557.592635292
2021-04-19,inc hosp,2021-04-22,US,quantile,0.3,7710.691773424365
2021-04-19,inc hosp,2021-04-22,US,quantile,0.35,7852.56094123667
2021-04-19,inc hosp,2021-04-22,US,quantile,0.4,7987.180908074379
2021-04-19,inc hosp,2021-04-22,US,quantile,0.45,8117.4272839340465
2021-04-19,inc hosp,2021-04-22,US,quantile,0.5,8245.60865271205
2021-04-19,inc hosp,2021-04-22,US,quantile,0.55,8373.790021490053
2021-04-19,inc hosp,2021-04-22,US,quantile,0.6,8504.03639734972
2021-04-19,inc hosp,2021-04-22,US,quantile,0.65,8638.656364187429
2021-04-19,inc hosp,2021-04-22,US,quantile,0.7,8780.525531999734
2021-04-19,inc hosp,2021-04-22,US,quantile,0.75,8933.6246701321
2021-04-19,inc hosp,2021-04-22,US,quantile,0.8,9104.10782060993
2021-04-19,inc hosp,2021-04-22,US,quantile,0.85,9302.82675388168
2021-04-19,inc hosp,2021-04-22,US,quantile,0.9,9552.860547923352
2021-04-19,inc hosp,2021-04-22,US,quantile,0.95,9923.448295679314
2021-04-19,inc hosp,2021-04-22,US,quantile,0.975,10244.877899632344
2021-04-19,inc hosp,2021-04-22,US,quantile,0.99,10618.60927869024
2021-04-19,inc hosp,2021-04-23,US,quantile,0.01,5590.159421836632
2021-04-19,inc hosp,2021-04-23,US,quantile,0.025,5998.289900757889
2021-04-19,inc hosp,2021-04-23,US,quantile,0.05,6349.304628318392
