forecast_date,target,target_end_date,location,type,quantile,value
2021-01-18,inc hosp,2021-01-19,US,quantile,0.01,11554.28102865832
2021-01-18,inc hosp,2021-01-19,US,quantile,0.025,11807.096821677214
2021-01-18,inc hosp,2021-01-19,US,quantile,0.05,12024.53235098166
2021-01-18,inc hosp,2021-01-19,US,quantile,0.1,12275.22159085278
2021-01-18,inc hosp,2021-01-19,US,quantile,0.15,12444.36043084399
2021-01-18,inc hosp,2021-01-19,US,quantile,0.2,12578.78661905866
2021-01-18,inc hosp,2021-01-19,US,quantile,0.25,12694.11231901209
2021-01-18,inc hosp,2021-01-19,US,quantile,0.3,12797.678361860868
2021-01-18,inc hosp,2021-01-19,US,quantile,0.35,12893.647734986056
2021-01-18,inc hosp,2021-01-19,US,quantile,0.4,12984.7132852164
2021-01-18,inc hosp,2021-01-19,US,quantile,0.45,13072.820258957285
2021-01-18,inc hosp,2021-01-19,US,quantile,0.5,13159.530329916666
2021-01-18,inc hosp,2021-01-19,US,quantile,0.55,13246.24040087605
2021-01-18,inc hosp,2021-01-19,US,quantile,0.6,13334.347374616931
2021-01-18,inc hosp,2021-01-19,US,quantile,0.65,13425.412924847276
2021-01-18,inc hosp,2021-01-19,US,quantile,0.7,13521.382297972465
2021-01-18,inc hosp,2021-01-19,US,quantile,0.75,13624.948340821242
2021-01-18,inc hosp,2021-01-19,US,quantile,0.8,13740.274040774671
2021-01-18,inc hosp,2021-01-19,US,quantile,0.85,13874.700228989344
2021-01-18,inc hosp,2021-01-19,US,quantile,0.9,14043.839068980553
2021-01-18,inc hosp,2021-01-19,US,quantile,0.95,14294.528308851672
2021-01-18,inc hosp,2021-01-19,US,quantile,0.975,14511.963838156118
2021-01-18,inc hosp,2021-01-19,US,quantile,0.99,14764.779631175012
2021-01-18,inc hosp,2021-01-20,US,quantile,0.01,11463.884148954096
2021-01-18,inc hosp,2021-01-20,US,quantile,0.025,11771.303606145531
2021-01-18,inc hosp,2021-01-20,US,quantile,0.05,12035.70129900608
2021-01-18,inc hosp,2021-01-20,US,quantile,0.1,12340.534905817796
2021-01-18,inc hosp,2021-01-20,US,quantile,0.15,12546.204693132868
2021-01-18,inc hosp,2021-01-20,US,quantile,0.2,12709.664520225948
2021-01-18,inc hosp,2021-01-20,US,quantile,0.25,12849.898497132826
2021-01-18,inc hosp,2021-01-20,US,quantile,0.3,12975.832942508465
2021-01-18,inc hosp,2021-01-20,US,quantile,0.35,13092.529974133156
2021-01-18,inc hosp,2021-01-20,US,quantile,0.4,13203.264045317384
2021-01-18,inc hosp,2021-01-20,US,quantile,0.45,13310.400540703093
2021-01-18,inc hosp,2021-01-20,US,quantile,0.5,13415.838427431048
2021-01-18,inc hosp,2021-01-20,US,quantile,0.55,13521.276314159004
