"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.01,20.5285529941494,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.025,24.4764423133661,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.05,28.2445780029839,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.1,33.1482899298144,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.15,36.5700754827919,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.2,39.3146706919133,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.25,41.6873183830736,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.3,43.8324442325799,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.35,45.8325696786603,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.4,47.7416156829801,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.45,49.5990728906386,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.5,51.4372149151805,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.55,53.2855239004287,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.6,55.1741404486378,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.65,57.1374586061104,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.7,59.2190580660453,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.75,61.4800666993433,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.8,64.0159223012492,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.85,66.9962203496026,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.9,70.7841569433703,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.95,76.4782102556997,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.975,81.4960983262866,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",1,"day","inc hosp",2021-05-30,"quantile",0.99,87.4256077411955,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.01,19.3019332622517,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.025,22.9168558739654,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.05,27.0591017574326,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.1,32.3218475866127,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.15,36.0994459034355,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.2,39.1318020118707,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.25,41.7549385052882,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train3",2021-05-29,"01",2,"day","inc hosp",2021-05-31,"quantile",0.3,44.1279280183824,"Alabama",4903185,"state","al","AL","Alabama"
