"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.01,126.900927334582,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.025,134.092839748406,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.05,140.413406985915,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.1,147.859578840977,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.15,152.981758547683,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.2,157.110243438417,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.25,160.693297744325,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.3,163.943784580499,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.35,166.983833763735,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.4,169.893675446512,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.45,172.73248403325,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.5,175.54904778065,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.55,178.388384340806,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.6,181.296985591768,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-24,"01",1,"day","inc hosp",2021-07-25,"quantile",0.65,184.328387159536,"Alabama",4903185,"state","al","AL","Alabama"
