"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.01,44.6304165538719,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.025,50.4617429735397,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.05,56.0475599455939,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.1,62.5538905240238,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.15,66.9847292055109,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.2,70.5302970622439,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.25,73.5893362825017,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.3,76.3502068412584,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.35,78.9203201789942,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.4,81.3696721565371,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.45,83.7493382633967,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.5,86.1008623991768,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.55,88.4619853001348,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.6,90.8710691637107,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.65,93.3716591559341,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.7,96.0186899191186,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.75,98.8889587770645,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.8,102.102066229099,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.85,105.870123053063,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.9,110.646551905356,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.95,117.799781574549,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.975,124.077102062875,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",1,"day","inc hosp",2021-03-13,"quantile",0.99,131.463126148958,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.01,42.6117848160573,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.025,49.0990885612304,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.05,55.2324640085014,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.1,62.6616856433047,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.15,67.7273128246938,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.2,71.7845831115565,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.25,75.2878177993112,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.3,78.4517655057205,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.35,81.3989802147665,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.4,84.2094100060002,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.45,86.9414771370099,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.5,89.6427906736714,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.55,92.3566969820679,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.6,95.1273578827845,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.65,98.0050084352329,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.7,101.053134817141,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.75,104.36061007656,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.8,108.065983330466,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.85,112.415171573342,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.9,117.934257944103,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.95,126.212378773399,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.975,133.489493016301,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",2,"day","inc hosp",2021-03-14,"quantile",0.99,142.067172300183,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",3,"day","inc hosp",2021-03-15,"quantile",0.01,41.1574587318617,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",3,"day","inc hosp",2021-03-15,"quantile",0.025,48.3022385233299,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",3,"day","inc hosp",2021-03-15,"quantile",0.05,54.7340932095638,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-03-12,"01",3,"day","inc hosp",2021-03-15,"quantile",0.1,62.6344669324021,"Alabama",4903185,"state","al","AL","Alabama"
