"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.01,21.4788982928307,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.025,25.7256998712241,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.05,29.5449790684586,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.1,34.0252149235972,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.15,37.0959142330336,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.2,39.5646497008451,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.25,41.7029219050955,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.3,43.6394042609995,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.35,45.4477633310208,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.4,47.1762611979653,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.45,48.8603695440747,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.5,50.5292083984822,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.55,52.209517661,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.6,53.9287801286587,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.65,55.7185081840882,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.7,57.6187869406146,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train6.5",2021-07-10,"01",1,"day","inc hosp",2021-07-11,"quantile",0.75,59.6860096385415,"Alabama",4903185,"state","al","AL","Alabama"
