"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.01,9350.50022066443
"2",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.025,9625.58745354844
"3",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.05,9866.99405906885
"4",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.1,10150.9245021159
"5",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.15,10345.922989904
"6",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.2,10502.894472763
"7",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.25,10638.9796953303
"8",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.3,10762.3115899813
"9",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.35,10877.5512674249
"10",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.4,10987.7558314588
"11",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.45,11095.1749941415
"12",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.5,11201.6581600939
"13",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.55,11308.9059524553
"14",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.6,11418.6684744921
"15",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.65,11532.9544666719
"16",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.7,11654.3208853747
"17",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.75,11786.3662969284
"18",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.8,11934.7220984396
"19",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.85,12109.4116429886
"20",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.9,12331.9272153111
"21",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.95,12667.3521929297
"22",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.975,12963.784059574
"23",2021-01-29,"US","1  day ahead inc hosp",2021-01-30,"quantile",0.99,13314.9576519965
"24",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.01,9078.35813623566
"25",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.025,9427.96922588305
"26",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.05,9736.64723470485
"27",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.1,10101.8719497869
"28",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.15,10354.0269398449
"29",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.2,10557.7748604169
"30",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.25,10734.9561162364
"31",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.3,10895.9624907724
"32",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.35,11046.7692894424
"33",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.4,11191.312542558
"34",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.45,11332.5054194455
"35",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.5,11472.7599910245
"36",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.55,11614.3124273488
"37",2021-01-29,"US","2  day ahead inc hosp",2021-01-31,"quantile",0.6,11759.4828953293
