"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.01,7166.49820697474
"2",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.025,7344.61908211844
"3",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.05,7497.81286129088
"4",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.1,7674.43547755131
"5",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.15,7793.60191822447
"6",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.2,7888.31162761845
"7",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.25,7969.56412516606
"8",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.3,8042.53137917782
"9",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.35,8110.14641431438
"10",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.4,8174.30647057027
"11",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.45,8236.38206751614
"12",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.5,8297.47347932482
"13",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.55,8358.56489113351
"14",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.6,8420.64048807937
"15",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.65,8484.80054433527
"16",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.7,8552.41557947183
"17",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.75,8625.38283348359
"18",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.8,8706.6353310312
"19",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.85,8801.34504042518
"20",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.9,8920.51148109834
"21",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.95,9097.13409735877
"22",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.975,9250.32787653121
"23",2021-09-25,"US","1  day ahead inc hosp",2021-09-26,"quantile",0.99,9428.4487516749
"24",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.01,6959.29589753489
"25",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.025,7197.14515660397
"26",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.05,7401.7086410398
"27",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.1,7637.55723755323
"28",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.15,7796.68316592711
"29",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.2,7923.15140940409
"30",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.25,8031.64990136142
"31",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.3,8129.08490042596
"32",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.35,8219.37294777688
"33",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.4,8305.0474754255
"34",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.45,8387.93857242876
"35",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.5,8469.51546240563
"36",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.55,8551.09235238249
"37",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.6,8633.98344938576
"38",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.65,8719.65797703438
"39",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.7,8809.9460243853
"40",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.75,8907.38102344984
"41",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.8,9015.87951540716
"42",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.85,9142.34775888415
"43",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.9,9301.47368725803
"44",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.95,9537.32228377146
"45",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.975,9741.88576820729
"46",2021-09-25,"US","2  day ahead inc hosp",2021-09-27,"quantile",0.99,9979.73502727636
"47",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.01,7432.20011857156
"48",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.025,7699.71229544619
"49",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.05,7929.78752563472
"50",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.1,8195.0495311296
"51",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.15,8374.0205469028
"52",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.2,8516.26103674268
"53",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.25,8638.29071169193
"54",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.3,8747.87713128201
"55",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.35,8849.4252806735
"56",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.4,8945.78454403086
"57",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.45,9039.01324648576
"58",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.5,9130.76384308541
"59",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.55,9222.51443968507
"60",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.6,9315.74314213997
"61",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.65,9412.10240549733
"62",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.7,9513.65055488882
"63",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.75,9623.2369744789
"64",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.8,9745.26664942815
"65",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.85,9887.50713926803
"66",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.9,10066.4781550412
"67",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.95,10331.7401605361
"68",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.975,10561.8153907246
"69",2021-09-25,"US","3  day ahead inc hosp",2021-09-28,"quantile",0.99,10829.3275675993
"70",2021-09-25,"US","4  day ahead inc hosp",2021-09-29,"quantile",0.01,7156.556147771
"71",2021-09-25,"US","4  day ahead inc hosp",2021-09-29,"quantile",0.025,7450.87798576232
"72",2021-09-25,"US","4  day ahead inc hosp",2021-09-29,"quantile",0.05,7704.01100354305
