"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.01,2718.43229128545
"2",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.025,2892.25815100188
"3",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.05,3041.75797996002
"4",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.1,3214.1217081983
"5",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.15,3330.41469734204
"6",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.2,3422.8406785507
"7",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.25,3502.13394066232
"8",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.3,3573.34174069984
"9",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.35,3639.32637951821
"10",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.4,3701.93934910495
"11",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.45,3762.51812179411
"12",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.5,3822.13644092918
"13",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.55,3881.75476006426
"14",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.6,3942.33353275342
"15",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.65,4004.94650234016
"16",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.7,4070.93114115853
"17",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.75,4142.13894119605
"18",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.8,4221.43220330767
"19",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.85,4313.85818451633
"20",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.9,4430.15117366006
"21",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.95,4602.51490189835
"22",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.975,4752.01473085649
"23",2021-07-17,"US","1  day ahead inc hosp",2021-07-18,"quantile",0.99,4925.84059057291
"24",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.01,2519.26357323105
"25",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.025,2748.24844022807
"26",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.05,2945.18805845234
"27",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.1,3172.24682548588
"28",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.15,3325.44229763949
"29",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.2,3447.19720251188
"30",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.25,3551.6520696301
"31",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.3,3645.45576861565
"32",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.35,3732.37887527147
"33",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.4,3814.86040325872
"34",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.45,3894.66223613733
"35",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.5,3973.1988411051
"36",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.55,4051.73544607287
"37",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.6,4131.53727895148
"38",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.65,4214.01880693873
"39",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.7,4300.94191359456
"40",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.75,4394.7456125801
"41",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.8,4499.20047969832
"42",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.85,4620.95538457071
"43",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.9,4774.15085672432
"44",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.95,5001.20962375786
"45",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.975,5198.14924198213
"46",2021-07-17,"US","2  day ahead inc hosp",2021-07-19,"quantile",0.99,5427.13410897915
"47",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.01,2356.39702220073
"48",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.025,2614.30793509113
"49",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.05,2836.12554857196
"50",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.1,3091.86705085275
"51",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.15,3264.41462830609
"52",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.2,3401.54997299649
"53",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.25,3519.19988797822
"54",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.3,3624.85314775531
"55",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.35,3722.75663842207
"56",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.4,3815.65747706161
"57",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.45,3905.540113578
"58",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.5,3993.99769485044
"59",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.55,4082.45527612288
"60",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.6,4172.33791263928
"61",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.65,4265.23875127881
"62",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.7,4363.14224194558
"63",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.75,4468.79550172266
"64",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.8,4586.4454167044
"65",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.85,4723.58076139479
"66",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.9,4896.12833884813
"67",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.95,5151.86984112892
"68",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.975,5373.68745460976
"69",2021-07-17,"US","3  day ahead inc hosp",2021-07-20,"quantile",0.99,5631.59836750015
"70",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.01,2119.24558085944
"71",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.025,2405.58306140757
"72",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.05,2651.84909130717
"73",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.1,2935.77805194712
"74",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.15,3127.34357373514
"75",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.2,3279.59377770163
"76",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.25,3410.21089608966
"77",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.3,3527.50910529387
"78",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.35,3636.20337704925
"79",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.4,3739.34361170911
"80",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.45,3839.13298237472
"81",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.5,3937.34023026925
"82",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.55,4035.54747816378
"83",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.6,4135.3368488294
"84",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.65,4238.47708348925
"85",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.7,4347.17135524464
"86",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.75,4464.46956444884
"87",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.8,4595.08668283688
"88",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.85,4747.33688680337
"89",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.9,4938.90240859138
"90",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.95,5222.83136923134
"91",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.975,5469.09739913094
"92",2021-07-17,"US","4  day ahead inc hosp",2021-07-21,"quantile",0.99,5755.43487967906
"93",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.01,2006.89693050861
"94",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.025,2316.97659829295
"95",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.05,2583.66221902154
"96",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.1,2891.13366013731
"97",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.15,3098.58318173419
"98",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.2,3263.45748521572
"99",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.25,3404.90495691652
"100",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.3,3531.92915812173
"101",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.35,3649.63601092861
"102",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.4,3761.32830366411
"103",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.45,3869.39188949008
"104",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.5,3975.74216798962
"105",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.55,4082.09244648916
"106",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.6,4190.15603231513
"107",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.65,4301.84832505063
"108",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.7,4419.55517785751
"109",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.75,4546.57937906272
"110",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.8,4688.02685076352
"111",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.85,4852.90115424506
"112",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.9,5060.35067584193
"113",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.95,5367.8221169577
"114",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.975,5634.50773768629
"115",2021-07-17,"US","5  day ahead inc hosp",2021-07-22,"quantile",0.99,5944.58740547063
"116",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.01,1778.74747025057
"117",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.025,2112.73138826805
"118",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.05,2399.97598294365
"119",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.1,2731.15060434368
"120",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.15,2954.59254914724
"121",2021-07-17,"US","6  day ahead inc hosp",2021-07-23,"quantile",0.2,3132.17712362331
