"","forecast_date","location","target","target_end_date","type","quantile","value"
"1",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.01,2985.40067392558
"2",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.025,3161.73661862813
"3",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.05,3313.39525915037
"4",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.1,3488.24795886337
"5",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.15,3606.22024524468
"6",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.2,3699.98087866296
"7",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.25,3780.41915353074
"8",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.3,3852.65521041141
"9",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.35,3919.59268243586
"10",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.4,3983.1097975574
"11",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.45,4044.56334151507
"12",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.5,4105.04256275069
"13",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.55,4165.52178398631
"14",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.6,4226.97532794398
"15",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.65,4290.49244306552
"16",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.7,4357.42991508997
"17",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.75,4429.66597197064
"18",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.8,4510.10424683842
"19",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.85,4603.8648802567
"20",2021-03-12,"US","1  day ahead inc hosp",2021-03-13,"quantile",0.9,4721.83716663801
