"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.01,532.118985269578,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.025,554.101291971591,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.05,573.445292588423,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.1,596.263370122249,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.15,611.977674588842,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.2,624.653803967811,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.25,635.662620268348,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.3,645.655482648092,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.35,655.006374220308,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.4,663.961206520205,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.45,672.701582506163,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.5,681.377467994072,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.55,690.127487980312,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.6,699.095066807434,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.65,708.445625382853,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.7,718.39056937857,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.75,729.228334812474,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.8,741.427033798845,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.85,755.821435550383,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.9,774.20464781559,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.95,802.018340077266,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.975,826.702080934473,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",1,"day","inc hosp",2021-09-05,"quantile",0.99,856.070654234049,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.01,536.11386484454,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.025,559.939863469951,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.05,580.937412919074,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.1,605.743000816843,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.15,622.849052945001,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.2,636.661358560326,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.25,648.666602116418,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.3,659.571674410987,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.35,669.782791891562,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.4,679.567370352129,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.45,689.123200749275,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.5,698.613937284723,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.55,708.191195947302,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.6,718.012194526407,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.65,728.258626479402,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.7,739.163068869055,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.75,751.05424538324,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.8,764.448243838525,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.85,780.26604340062,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.9,800.487215768712,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.95,831.123909799783,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.975,858.354645563401,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",2,"day","inc hosp",2021-09-06,"quantile",0.99,890.803464612338,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.01,524.123206386053,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.025,549.165131676849,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.05,571.276033853312,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.1,597.446421630281,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.15,615.524377806094,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.2,630.139472037384,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.25,642.855396927243,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.3,654.416328114713,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.35,665.250375594597,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-09-04,"01",3,"day","inc hosp",2021-09-07,"quantile",0.4,675.639781483039,"Alabama",4903185,"state","al","AL","Alabama"
