"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.01,291.446106769059,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.025,306.017102652802,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.05,318.973036827266,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.1,334.409808921223,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.15,345.133980543207,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.2,353.838285749596,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.25,361.43547776475,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.3,368.361299893773,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.35,374.867316372475,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.4,381.120128082547,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.45,387.24392420769,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.5,393.342450185782,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.55,399.512850437294,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.6,405.856922455859,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.65,412.493395741411,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.7,419.575353908996,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.75,427.320321626202,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.8,436.071123689646,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.85,446.441324751501,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.9,459.7530588915,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.95,480.033213088682,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.975,498.16620863084,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",1,"day","inc hosp",2021-08-08,"quantile",0.99,519.898512067595,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",2,"day","inc hosp",2021-08-09,"quantile",0.01,299.737439433064,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",2,"day","inc hosp",2021-08-09,"quantile",0.025,315.904571419748,"Alabama",4903185,"state","al","AL","Alabama"
"THieF_ensemble-train20",2021-08-07,"01",2,"day","inc hosp",2021-08-09,"quantile",0.05,330.319743658693,"Alabama",4903185,"state","al","AL","Alabama"
